model,ablation,condition,bodyuse,pair_id,cell_id,state_role,decl_order,body_order,dep_var,alt_var,target_var,control_var,role_dep_useState_form,decl_dep_first,pos_dep_first,n_tokens,decl_to_bracket_token_distance,dep_id,alt_id,target_id,control_id,logit_dep,logit_alt,logit_target,logit_control,D,LD_stateform,LD_reactive,LD_stateform_direct
llama3.2-1b,B,useEffect,both,pair_21,pair_21_B_useEffect_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,color,max,color,max,True,False,True,38,14,3506,2880,3506,2880,25.5625,24.0625,25.5625,24.0625,1.5,1.5,1.5,1.5
llama3.2-1b,B,subscribe,both,pair_21,pair_21_B_subscribe_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,color,max,color,max,True,False,True,49,14,3506,2880,3506,2880,23.859375,23.21875,23.859375,23.21875,0.640625,0.640625,0.640625,0.640625
llama3.2-1b,B,plain_array,both,pair_21,pair_21_B_plain_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,color,max,color,max,True,False,True,35,11,3506,2880,3506,2880,21.734375,18.875,21.734375,18.875,2.859375,2.859375,2.859375,2.859375
llama3.2-1b,B,return_array,both,pair_21,pair_21_B_return_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,color,max,color,max,True,False,True,33,9,3506,2880,3506,2880,22.8125,19.71875,22.8125,19.71875,3.09375,3.09375,3.09375,3.09375
llama3.2-1b,B,useEffect,both,pair_21,pair_21_B_useEffect_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,color,max,max,color,False,False,False,39,14,3506,2880,2880,3506,24.546875,25.640625,25.640625,24.546875,-1.09375,1.09375,1.09375,1.09375
llama3.2-1b,B,subscribe,both,pair_21,pair_21_B_subscribe_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,color,max,max,color,False,False,False,50,14,3506,2880,2880,3506,23.0625,25.203125,25.203125,23.0625,-2.140625,2.140625,2.140625,2.140625
llama3.2-1b,B,plain_array,both,pair_21,pair_21_B_plain_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,color,max,max,color,False,False,False,36,11,3506,2880,2880,3506,21.28125,22.1875,22.1875,21.28125,-0.90625,0.90625,0.90625,0.90625
llama3.2-1b,B,return_array,both,pair_21,pair_21_B_return_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,color,max,max,color,False,False,False,34,9,3506,2880,2880,3506,20.5,23.84375,23.84375,20.5,-3.34375,3.34375,3.34375,3.34375
llama3.2-1b,B,useEffect,both,pair_21,pair_21_B_useEffect_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,color,max,max,color,False,True,False,39,14,3506,2880,2880,3506,25.078125,25.453125,25.453125,25.078125,-0.375,0.375,0.375,0.375
llama3.2-1b,B,subscribe,both,pair_21,pair_21_B_subscribe_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,color,max,max,color,False,True,False,50,14,3506,2880,2880,3506,24.078125,24.859375,24.859375,24.078125,-0.78125,0.78125,0.78125,0.78125
llama3.2-1b,B,plain_array,both,pair_21,pair_21_B_plain_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,color,max,max,color,False,True,False,36,11,3506,2880,2880,3506,21.859375,21.4375,21.4375,21.859375,0.421875,-0.421875,-0.421875,-0.421875
llama3.2-1b,B,return_array,both,pair_21,pair_21_B_return_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,color,max,max,color,False,True,False,34,9,3506,2880,2880,3506,22.3125,23.375,23.375,22.3125,-1.0625,1.0625,1.0625,1.0625
llama3.2-1b,B,useEffect,both,pair_22,pair_22_B_useEffect_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,True,True,True,37,14,10104,1116,10104,1116,27.34375,25.515625,27.34375,25.515625,1.828125,1.828125,1.828125,1.828125
llama3.2-1b,B,subscribe,both,pair_22,pair_22_B_subscribe_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,True,True,True,48,14,10104,1116,10104,1116,25.9375,23.859375,25.9375,23.859375,2.078125,2.078125,2.078125,2.078125
llama3.2-1b,B,plain_array,both,pair_22,pair_22_B_plain_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,True,True,True,34,11,10104,1116,10104,1116,22.34375,20.375,22.34375,20.375,1.96875,1.96875,1.96875,1.96875
llama3.2-1b,B,return_array,both,pair_22,pair_22_B_return_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,True,True,True,32,9,10104,1116,10104,1116,24.671875,21.65625,24.671875,21.65625,3.015625,3.015625,3.015625,3.015625
llama3.2-1b,B,useEffect,both,pair_22,pair_22_B_useEffect_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,True,False,True,37,14,10104,1116,10104,1116,27.40625,26.515625,27.40625,26.515625,0.890625,0.890625,0.890625,0.890625
llama3.2-1b,B,subscribe,both,pair_22,pair_22_B_subscribe_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,True,False,True,48,14,10104,1116,10104,1116,25.90625,25.03125,25.90625,25.03125,0.875,0.875,0.875,0.875
llama3.2-1b,B,plain_array,both,pair_22,pair_22_B_plain_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,True,False,True,34,11,10104,1116,10104,1116,22.234375,21.484375,22.234375,21.484375,0.75,0.75,0.75,0.75
llama3.2-1b,B,return_array,both,pair_22,pair_22_B_return_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,True,False,True,32,9,10104,1116,10104,1116,24.828125,22.984375,24.828125,22.984375,1.84375,1.84375,1.84375,1.84375
llama3.2-1b,B,useEffect,both,pair_22,pair_22_B_useEffect_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,False,False,False,37,14,10104,1116,1116,10104,26.296875,26.640625,26.640625,26.296875,-0.34375,0.34375,0.34375,0.34375
llama3.2-1b,B,subscribe,both,pair_22,pair_22_B_subscribe_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,False,False,False,48,14,10104,1116,1116,10104,24.96875,25.9375,25.9375,24.96875,-0.96875,0.96875,0.96875,0.96875
llama3.2-1b,B,plain_array,both,pair_22,pair_22_B_plain_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,False,False,False,34,11,10104,1116,1116,10104,20.578125,22.25,22.25,20.578125,-1.671875,1.671875,1.671875,1.671875
llama3.2-1b,B,return_array,both,pair_22,pair_22_B_return_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,False,False,False,32,9,10104,1116,1116,10104,21.625,26.078125,26.078125,21.625,-4.453125,4.453125,4.453125,4.453125
llama3.2-1b,B,useEffect,both,pair_22,pair_22_B_useEffect_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,False,True,False,37,14,10104,1116,1116,10104,26.75,26.578125,26.578125,26.75,0.171875,-0.171875,-0.171875,-0.171875
llama3.2-1b,B,subscribe,both,pair_22,pair_22_B_subscribe_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,False,True,False,48,14,10104,1116,1116,10104,25.78125,25.765625,25.765625,25.78125,0.015625,-0.015625,-0.015625,-0.015625
llama3.2-1b,B,plain_array,both,pair_22,pair_22_B_plain_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,False,True,False,34,11,10104,1116,1116,10104,21.34375,22.015625,22.015625,21.34375,-0.671875,0.671875,0.671875,0.671875
llama3.2-1b,B,return_array,both,pair_22,pair_22_B_return_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,False,True,False,32,9,10104,1116,1116,10104,23.078125,25.890625,25.890625,23.078125,-2.8125,2.8125,2.8125,2.8125
llama3.2-1b,B,useEffect,both,pair_23,pair_23_B_useEffect_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,text,min,text,min,True,True,True,38,14,1342,1083,1342,1083,25.515625,23.09375,25.515625,23.09375,2.421875,2.421875,2.421875,2.421875
llama3.2-1b,B,subscribe,both,pair_23,pair_23_B_subscribe_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,text,min,text,min,True,True,True,49,14,1342,1083,1342,1083,24.015625,22.71875,24.015625,22.71875,1.296875,1.296875,1.296875,1.296875
llama3.2-1b,B,plain_array,both,pair_23,pair_23_B_plain_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,text,min,text,min,True,True,True,35,11,1342,1083,1342,1083,22.125,22.828125,22.125,22.828125,-0.703125,-0.703125,-0.703125,-0.703125
llama3.2-1b,B,return_array,both,pair_23,pair_23_B_return_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,text,min,text,min,True,True,True,33,9,1342,1083,1342,1083,23.484375,20.21875,23.484375,20.21875,3.265625,3.265625,3.265625,3.265625
llama3.2-1b,B,useEffect,both,pair_23,pair_23_B_useEffect_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,text,min,text,min,True,False,True,38,14,1342,1083,1342,1083,25.609375,23.375,25.609375,23.375,2.234375,2.234375,2.234375,2.234375
llama3.2-1b,B,subscribe,both,pair_23,pair_23_B_subscribe_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,text,min,text,min,True,False,True,49,14,1342,1083,1342,1083,23.875,22.78125,23.875,22.78125,1.09375,1.09375,1.09375,1.09375
llama3.2-1b,B,plain_array,both,pair_23,pair_23_B_plain_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,text,min,text,min,True,False,True,35,11,1342,1083,1342,1083,22.3125,22.359375,22.3125,22.359375,-0.046875,-0.046875,-0.046875,-0.046875
llama3.2-1b,B,return_array,both,pair_23,pair_23_B_return_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,text,min,text,min,True,False,True,33,9,1342,1083,1342,1083,23.25,20.140625,23.25,20.140625,3.109375,3.109375,3.109375,3.109375
llama3.2-1b,B,useEffect,both,pair_23,pair_23_B_useEffect_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,text,min,min,text,False,False,False,39,14,1342,1083,1083,1342,24.484375,25.84375,25.84375,24.484375,-1.359375,1.359375,1.359375,1.359375
llama3.2-1b,B,subscribe,both,pair_23,pair_23_B_subscribe_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,text,min,min,text,False,False,False,50,14,1342,1083,1083,1342,23.25,25.296875,25.296875,23.25,-2.046875,2.046875,2.046875,2.046875
llama3.2-1b,B,plain_array,both,pair_23,pair_23_B_plain_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,text,min,min,text,False,False,False,36,11,1342,1083,1083,1342,21.4375,24.203125,24.203125,21.4375,-2.765625,2.765625,2.765625,2.765625
llama3.2-1b,B,return_array,both,pair_23,pair_23_B_return_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,text,min,min,text,False,False,False,34,9,1342,1083,1083,1342,21.640625,24.5625,24.5625,21.640625,-2.921875,2.921875,2.921875,2.921875
llama3.2-1b,B,useEffect,both,pair_23,pair_23_B_useEffect_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,text,min,min,text,False,True,False,39,14,1342,1083,1083,1342,24.921875,25.875,25.875,24.921875,-0.953125,0.953125,0.953125,0.953125
llama3.2-1b,B,subscribe,both,pair_23,pair_23_B_subscribe_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,text,min,min,text,False,True,False,50,14,1342,1083,1083,1342,24.015625,25.234375,25.234375,24.015625,-1.21875,1.21875,1.21875,1.21875
llama3.2-1b,B,plain_array,both,pair_23,pair_23_B_plain_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,text,min,min,text,False,True,False,36,11,1342,1083,1083,1342,22.375,23.40625,23.40625,22.375,-1.03125,1.03125,1.03125,1.03125
llama3.2-1b,B,return_array,both,pair_23,pair_23_B_return_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,text,min,min,text,False,True,False,34,9,1342,1083,1083,1342,23.359375,24.09375,24.09375,23.359375,-0.734375,0.734375,0.734375,0.734375
llama3.2-1b,B,useEffect,both,pair_24,pair_24_B_useEffect_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,id,cap,id,cap,True,True,True,38,14,307,11600,307,11600,25.21875,22.65625,25.21875,22.65625,2.5625,2.5625,2.5625,2.5625
llama3.2-1b,B,subscribe,both,pair_24,pair_24_B_subscribe_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,id,cap,id,cap,True,True,True,49,14,307,11600,307,11600,24.296875,21.9375,24.296875,21.9375,2.359375,2.359375,2.359375,2.359375
llama3.2-1b,B,plain_array,both,pair_24,pair_24_B_plain_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,id,cap,id,cap,True,True,True,35,11,307,11600,307,11600,21.921875,18.359375,21.921875,18.359375,3.5625,3.5625,3.5625,3.5625
llama3.2-1b,B,return_array,both,pair_24,pair_24_B_return_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,id,cap,id,cap,True,True,True,33,9,307,11600,307,11600,24.515625,18.390625,24.515625,18.390625,6.125,6.125,6.125,6.125
llama3.2-1b,B,useEffect,both,pair_24,pair_24_B_useEffect_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,id,cap,id,cap,True,False,True,38,14,307,11600,307,11600,25.1875,22.84375,25.1875,22.84375,2.34375,2.34375,2.34375,2.34375
llama3.2-1b,B,subscribe,both,pair_24,pair_24_B_subscribe_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,id,cap,id,cap,True,False,True,49,14,307,11600,307,11600,24.15625,22.484375,24.15625,22.484375,1.671875,1.671875,1.671875,1.671875
llama3.2-1b,B,plain_array,both,pair_24,pair_24_B_plain_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,id,cap,id,cap,True,False,True,35,11,307,11600,307,11600,22.203125,18.90625,22.203125,18.90625,3.296875,3.296875,3.296875,3.296875
llama3.2-1b,B,return_array,both,pair_24,pair_24_B_return_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,id,cap,id,cap,True,False,True,33,9,307,11600,307,11600,24.6875,19.125,24.6875,19.125,5.5625,5.5625,5.5625,5.5625
llama3.2-1b,B,useEffect,both,pair_24,pair_24_B_useEffect_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,id,cap,cap,id,False,False,False,39,14,307,11600,11600,307,24.765625,26.328125,26.328125,24.765625,-1.5625,1.5625,1.5625,1.5625
llama3.2-1b,B,subscribe,both,pair_24,pair_24_B_subscribe_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,id,cap,cap,id,False,False,False,50,14,307,11600,11600,307,23.890625,25.296875,25.296875,23.890625,-1.40625,1.40625,1.40625,1.40625
llama3.2-1b,B,plain_array,both,pair_24,pair_24_B_plain_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,id,cap,cap,id,False,False,False,36,11,307,11600,11600,307,22.0625,22.890625,22.890625,22.0625,-0.828125,0.828125,0.828125,0.828125
llama3.2-1b,B,return_array,both,pair_24,pair_24_B_return_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,id,cap,cap,id,False,False,False,34,9,307,11600,11600,307,22.421875,24.1875,24.1875,22.421875,-1.765625,1.765625,1.765625,1.765625
llama3.2-1b,B,useEffect,both,pair_24,pair_24_B_useEffect_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,id,cap,cap,id,False,True,False,39,14,307,11600,11600,307,25.296875,26.328125,26.328125,25.296875,-1.03125,1.03125,1.03125,1.03125
llama3.2-1b,B,subscribe,both,pair_24,pair_24_B_subscribe_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,id,cap,cap,id,False,True,False,50,14,307,11600,11600,307,24.6875,25.28125,25.28125,24.6875,-0.59375,0.59375,0.59375,0.59375
llama3.2-1b,B,plain_array,both,pair_24,pair_24_B_plain_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,id,cap,cap,id,False,True,False,36,11,307,11600,11600,307,22.328125,22.5625,22.5625,22.328125,-0.234375,0.234375,0.234375,0.234375
llama3.2-1b,B,return_array,both,pair_24,pair_24_B_return_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,id,cap,cap,id,False,True,False,34,9,307,11600,11600,307,23.8125,23.96875,23.96875,23.8125,-0.15625,0.15625,0.15625,0.15625
llama3.2-1b,B,useEffect,both,pair_25,pair_25_B_useEffect_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,key,len,key,len,True,True,True,39,14,798,2963,798,2963,26.0,24.3125,26.0,24.3125,1.6875,1.6875,1.6875,1.6875
llama3.2-1b,B,subscribe,both,pair_25,pair_25_B_subscribe_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,key,len,key,len,True,True,True,50,14,798,2963,798,2963,24.734375,23.375,24.734375,23.375,1.359375,1.359375,1.359375,1.359375
llama3.2-1b,B,plain_array,both,pair_25,pair_25_B_plain_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,key,len,key,len,True,True,True,36,11,798,2963,798,2963,21.84375,16.53125,21.84375,16.53125,5.3125,5.3125,5.3125,5.3125
llama3.2-1b,B,return_array,both,pair_25,pair_25_B_return_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,key,len,key,len,True,True,True,34,9,798,2963,798,2963,24.4375,18.921875,24.4375,18.921875,5.515625,5.515625,5.515625,5.515625
llama3.2-1b,B,useEffect,both,pair_25,pair_25_B_useEffect_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,key,len,key,len,True,False,True,39,14,798,2963,798,2963,26.21875,24.65625,26.21875,24.65625,1.5625,1.5625,1.5625,1.5625
llama3.2-1b,B,subscribe,both,pair_25,pair_25_B_subscribe_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,key,len,key,len,True,False,True,50,14,798,2963,798,2963,24.390625,23.703125,24.390625,23.703125,0.6875,0.6875,0.6875,0.6875
llama3.2-1b,B,plain_array,both,pair_25,pair_25_B_plain_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,key,len,key,len,True,False,True,36,11,798,2963,798,2963,21.734375,16.53125,21.734375,16.53125,5.203125,5.203125,5.203125,5.203125
llama3.2-1b,B,return_array,both,pair_25,pair_25_B_return_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,key,len,key,len,True,False,True,34,9,798,2963,798,2963,24.265625,19.46875,24.265625,19.46875,4.796875,4.796875,4.796875,4.796875
llama3.2-1b,B,useEffect,both,pair_25,pair_25_B_useEffect_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,key,len,len,key,False,False,False,39,14,798,2963,2963,798,23.390625,25.546875,25.546875,23.390625,-2.15625,2.15625,2.15625,2.15625
llama3.2-1b,B,subscribe,both,pair_25,pair_25_B_subscribe_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,key,len,len,key,False,False,False,50,14,798,2963,2963,798,21.546875,24.578125,24.578125,21.546875,-3.03125,3.03125,3.03125,3.03125
llama3.2-1b,B,plain_array,both,pair_25,pair_25_B_plain_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,key,len,len,key,False,False,False,36,11,798,2963,2963,798,20.34375,19.296875,19.296875,20.34375,1.046875,-1.046875,-1.046875,-1.046875
llama3.2-1b,B,return_array,both,pair_25,pair_25_B_return_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,key,len,len,key,False,False,False,34,9,798,2963,2963,798,20.46875,24.015625,24.015625,20.46875,-3.546875,3.546875,3.546875,3.546875
llama3.2-1b,B,useEffect,both,pair_25,pair_25_B_useEffect_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,key,len,len,key,False,True,False,39,14,798,2963,2963,798,24.140625,25.265625,25.265625,24.140625,-1.125,1.125,1.125,1.125
llama3.2-1b,B,subscribe,both,pair_25,pair_25_B_subscribe_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,key,len,len,key,False,True,False,50,14,798,2963,2963,798,22.96875,24.21875,24.21875,22.96875,-1.25,1.25,1.25,1.25
llama3.2-1b,B,plain_array,both,pair_25,pair_25_B_plain_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,key,len,len,key,False,True,False,36,11,798,2963,2963,798,20.046875,18.296875,18.296875,20.046875,1.75,-1.75,-1.75,-1.75
llama3.2-1b,B,return_array,both,pair_25,pair_25_B_return_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,key,len,len,key,False,True,False,34,9,798,2963,2963,798,21.953125,23.21875,23.21875,21.953125,-1.265625,1.265625,1.265625,1.265625
llama3.2-1b,B,useEffect,both,pair_26,pair_26_B_useEffect_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,name,val,name,val,True,True,True,38,14,609,838,609,838,25.546875,24.859375,25.546875,24.859375,0.6875,0.6875,0.6875,0.6875
llama3.2-1b,B,subscribe,both,pair_26,pair_26_B_subscribe_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,name,val,name,val,True,True,True,49,14,609,838,609,838,24.9375,24.4375,24.9375,24.4375,0.5,0.5,0.5,0.5
llama3.2-1b,B,plain_array,both,pair_26,pair_26_B_plain_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,name,val,name,val,True,True,True,35,11,609,838,609,838,23.046875,22.5625,23.046875,22.5625,0.484375,0.484375,0.484375,0.484375
llama3.2-1b,B,return_array,both,pair_26,pair_26_B_return_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,name,val,name,val,True,True,True,33,9,609,838,609,838,23.984375,20.875,23.984375,20.875,3.109375,3.109375,3.109375,3.109375
llama3.2-1b,B,useEffect,both,pair_26,pair_26_B_useEffect_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,name,val,name,val,True,False,True,38,14,609,838,609,838,25.6875,25.171875,25.6875,25.171875,0.515625,0.515625,0.515625,0.515625
llama3.2-1b,B,subscribe,both,pair_26,pair_26_B_subscribe_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,name,val,name,val,True,False,True,49,14,609,838,609,838,25.015625,25.265625,25.015625,25.265625,-0.25,-0.25,-0.25,-0.25
llama3.2-1b,B,plain_array,both,pair_26,pair_26_B_plain_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,name,val,name,val,True,False,True,35,11,609,838,609,838,23.34375,23.6875,23.34375,23.6875,-0.34375,-0.34375,-0.34375,-0.34375
llama3.2-1b,B,return_array,both,pair_26,pair_26_B_return_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,name,val,name,val,True,False,True,33,9,609,838,609,838,24.359375,22.046875,24.359375,22.046875,2.3125,2.3125,2.3125,2.3125
llama3.2-1b,B,useEffect,both,pair_26,pair_26_B_useEffect_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,name,val,val,name,False,False,False,39,14,609,838,838,609,24.171875,26.1875,26.1875,24.171875,-2.015625,2.015625,2.015625,2.015625
llama3.2-1b,B,subscribe,both,pair_26,pair_26_B_subscribe_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,name,val,val,name,False,False,False,50,14,609,838,838,609,22.84375,25.75,25.75,22.84375,-2.90625,2.90625,2.90625,2.90625
llama3.2-1b,B,plain_array,both,pair_26,pair_26_B_plain_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,name,val,val,name,False,False,False,36,11,609,838,838,609,20.671875,24.28125,24.28125,20.671875,-3.609375,3.609375,3.609375,3.609375
llama3.2-1b,B,return_array,both,pair_26,pair_26_B_return_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,name,val,val,name,False,False,False,34,9,609,838,838,609,21.1875,24.890625,24.890625,21.1875,-3.703125,3.703125,3.703125,3.703125
llama3.2-1b,B,useEffect,both,pair_26,pair_26_B_useEffect_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,name,val,val,name,False,True,False,39,14,609,838,838,609,25.125,26.140625,26.140625,25.125,-1.015625,1.015625,1.015625,1.015625
llama3.2-1b,B,subscribe,both,pair_26,pair_26_B_subscribe_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,name,val,val,name,False,True,False,50,14,609,838,838,609,24.484375,25.59375,25.59375,24.484375,-1.109375,1.109375,1.109375,1.109375
llama3.2-1b,B,plain_array,both,pair_26,pair_26_B_plain_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,name,val,val,name,False,True,False,36,11,609,838,838,609,22.296875,24.265625,24.265625,22.296875,-1.96875,1.96875,1.96875,1.96875
llama3.2-1b,B,return_array,both,pair_26,pair_26_B_return_array_alt_reactive_stable_first,alt_reactive,stable_first,alt_first,name,val,val,name,False,True,False,34,9,609,838,838,609,23.796875,24.515625,24.515625,23.796875,-0.71875,0.71875,0.71875,0.71875
llama3.2-1b,B,useEffect,both,pair_27,pair_27_B_useEffect_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,count,max,count,max,True,True,True,39,14,1868,2880,1868,2880,26.625,24.53125,26.625,24.53125,2.09375,2.09375,2.09375,2.09375
llama3.2-1b,B,subscribe,both,pair_27,pair_27_B_subscribe_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,count,max,count,max,True,True,True,50,14,1868,2880,1868,2880,25.78125,23.671875,25.78125,23.671875,2.109375,2.109375,2.109375,2.109375
llama3.2-1b,B,plain_array,both,pair_27,pair_27_B_plain_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,count,max,count,max,True,True,True,36,11,1868,2880,1868,2880,22.75,20.8125,22.75,20.8125,1.9375,1.9375,1.9375,1.9375
llama3.2-1b,B,return_array,both,pair_27,pair_27_B_return_array_dep_reactive_reactive_first,dep_reactive,reactive_first,dep_first,count,max,count,max,True,True,True,34,9,1868,2880,1868,2880,25.203125,20.859375,25.203125,20.859375,4.34375,4.34375,4.34375,4.34375
llama3.2-1b,B,useEffect,both,pair_27,pair_27_B_useEffect_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,count,max,count,max,True,False,True,39,14,1868,2880,1868,2880,26.921875,24.71875,26.921875,24.71875,2.203125,2.203125,2.203125,2.203125
llama3.2-1b,B,subscribe,both,pair_27,pair_27_B_subscribe_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,count,max,count,max,True,False,True,50,14,1868,2880,1868,2880,25.734375,24.0,25.734375,24.0,1.734375,1.734375,1.734375,1.734375
llama3.2-1b,B,plain_array,both,pair_27,pair_27_B_plain_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,count,max,count,max,True,False,True,36,11,1868,2880,1868,2880,22.171875,20.40625,22.171875,20.40625,1.765625,1.765625,1.765625,1.765625
llama3.2-1b,B,return_array,both,pair_27,pair_27_B_return_array_dep_reactive_stable_first,dep_reactive,stable_first,dep_first,count,max,count,max,True,False,True,34,9,1868,2880,1868,2880,25.09375,21.703125,25.09375,21.703125,3.390625,3.390625,3.390625,3.390625
llama3.2-1b,B,useEffect,both,pair_27,pair_27_B_useEffect_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,count,max,max,count,False,False,False,39,14,1868,2880,2880,1868,26.1875,25.1875,25.1875,26.1875,1.0,-1.0,-1.0,-1.0
llama3.2-1b,B,subscribe,both,pair_27,pair_27_B_subscribe_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,count,max,max,count,False,False,False,50,14,1868,2880,2880,1868,24.859375,24.90625,24.90625,24.859375,-0.046875,0.046875,0.046875,0.046875
llama3.2-1b,B,plain_array,both,pair_27,pair_27_B_plain_array_alt_reactive_reactive_first,alt_reactive,reactive_first,alt_first,count,max,max,count,False,False,False,36,11,1868,2880,2880,1868,21.625,21.671875,21.671875,21.625,-0.046875,0.046875,0.046875,0.046875
