model,ablation,condition,bodyuse,pair_id,cell_id,state_role,decl_order,body_order,dep_var,alt_var,target_var,control_var,role_dep_useState_form,decl_dep_first,pos_dep_first,n_tokens,decl_to_bracket_token_distance,dep_id,alt_id,target_id,control_id,logit_dep,logit_alt,logit_target,logit_control,D,LD_stateform,LD_reactive,LD_stateform_direct
llama3.2-1b,C,useEffect,control_only,pair_35,pair_35_C_useEffect_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,tag,max,max,tag,False,False,,37,12,4681,2880,2880,4681,24.78125,23.03125,23.03125,24.78125,1.75,-1.75,-1.75,-1.75
llama3.2-1b,C,useEffect,neither,pair_35,pair_35_C_useEffect_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,tag,max,max,tag,False,False,,36,11,4681,2880,2880,4681,22.890625,23.0,23.0,22.890625,-0.109375,0.109375,0.109375,0.109375
llama3.2-1b,C,useEffect,both,pair_35,pair_35_C_useEffect_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,tag,max,max,tag,False,True,True,39,14,4681,2880,2880,4681,25.15625,24.78125,24.78125,25.15625,0.375,-0.375,-0.375,-0.375
llama3.2-1b,C,useEffect,both,pair_35,pair_35_C_useEffect_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,tag,max,max,tag,False,True,False,39,14,4681,2880,2880,4681,25.34375,24.59375,24.59375,25.34375,0.75,-0.75,-0.75,-0.75
llama3.2-1b,C,useEffect,target_only,pair_35,pair_35_C_useEffect_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,tag,max,max,tag,False,True,,37,12,4681,2880,2880,4681,21.859375,24.703125,24.703125,21.859375,-2.84375,2.84375,2.84375,2.84375
llama3.2-1b,C,useEffect,control_only,pair_35,pair_35_C_useEffect_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,tag,max,max,tag,False,True,,37,12,4681,2880,2880,4681,24.78125,23.015625,23.015625,24.78125,1.765625,-1.765625,-1.765625,-1.765625
llama3.2-1b,C,useEffect,neither,pair_35,pair_35_C_useEffect_alt_reactive_stable_first_neither,alt_reactive,stable_first,,tag,max,max,tag,False,True,,36,11,4681,2880,2880,4681,22.0,22.59375,22.59375,22.0,-0.59375,0.59375,0.59375,0.59375
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,tag,max,tag,max,True,True,True,50,14,4681,2880,4681,2880,25.078125,23.734375,25.078125,23.734375,1.34375,1.34375,1.34375,1.34375
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,tag,max,tag,max,True,True,False,50,14,4681,2880,4681,2880,25.5,23.453125,25.5,23.453125,2.046875,2.046875,2.046875,2.046875
llama3.2-1b,C,subscribe,target_only,pair_35,pair_35_C_subscribe_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,tag,max,tag,max,True,True,,48,12,4681,2880,4681,2880,24.765625,22.875,24.765625,22.875,1.890625,1.890625,1.890625,1.890625
llama3.2-1b,C,subscribe,control_only,pair_35,pair_35_C_subscribe_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,tag,max,tag,max,True,True,,48,12,4681,2880,4681,2880,24.328125,23.5625,24.328125,23.5625,0.765625,0.765625,0.765625,0.765625
llama3.2-1b,C,subscribe,neither,pair_35,pair_35_C_subscribe_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,tag,max,tag,max,True,True,,47,11,4681,2880,4681,2880,24.125,22.59375,24.125,22.59375,1.53125,1.53125,1.53125,1.53125
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,tag,max,tag,max,True,False,True,50,14,4681,2880,4681,2880,25.078125,24.28125,25.078125,24.28125,0.796875,0.796875,0.796875,0.796875
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,tag,max,tag,max,True,False,False,50,14,4681,2880,4681,2880,25.5625,23.890625,25.5625,23.890625,1.671875,1.671875,1.671875,1.671875
llama3.2-1b,C,subscribe,target_only,pair_35,pair_35_C_subscribe_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,tag,max,tag,max,True,False,,48,12,4681,2880,4681,2880,25.015625,23.25,25.015625,23.25,1.765625,1.765625,1.765625,1.765625
llama3.2-1b,C,subscribe,control_only,pair_35,pair_35_C_subscribe_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,tag,max,tag,max,True,False,,48,12,4681,2880,4681,2880,24.484375,23.859375,24.484375,23.859375,0.625,0.625,0.625,0.625
llama3.2-1b,C,subscribe,neither,pair_35,pair_35_C_subscribe_dep_reactive_stable_first_neither,dep_reactive,stable_first,,tag,max,tag,max,True,False,,47,11,4681,2880,4681,2880,24.046875,22.6875,24.046875,22.6875,1.359375,1.359375,1.359375,1.359375
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,tag,max,max,tag,False,False,True,50,14,4681,2880,2880,4681,23.0625,24.734375,24.734375,23.0625,-1.671875,1.671875,1.671875,1.671875
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,tag,max,max,tag,False,False,False,50,14,4681,2880,2880,4681,23.125,24.25,24.25,23.125,-1.125,1.125,1.125,1.125
llama3.2-1b,C,subscribe,target_only,pair_35,pair_35_C_subscribe_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,tag,max,max,tag,False,False,,48,12,4681,2880,2880,4681,22.96875,24.203125,24.203125,22.96875,-1.234375,1.234375,1.234375,1.234375
llama3.2-1b,C,subscribe,control_only,pair_35,pair_35_C_subscribe_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,tag,max,max,tag,False,False,,48,12,4681,2880,2880,4681,22.71875,23.765625,23.765625,22.71875,-1.046875,1.046875,1.046875,1.046875
llama3.2-1b,C,subscribe,neither,pair_35,pair_35_C_subscribe_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,tag,max,max,tag,False,False,,47,11,4681,2880,2880,4681,22.984375,23.15625,23.15625,22.984375,-0.171875,0.171875,0.171875,0.171875
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,tag,max,max,tag,False,True,True,50,14,4681,2880,2880,4681,23.09375,24.6875,24.6875,23.09375,-1.59375,1.59375,1.59375,1.59375
llama3.2-1b,C,subscribe,both,pair_35,pair_35_C_subscribe_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,tag,max,max,tag,False,True,False,50,14,4681,2880,2880,4681,23.890625,24.15625,24.15625,23.890625,-0.265625,0.265625,0.265625,0.265625
llama3.2-1b,C,subscribe,target_only,pair_35,pair_35_C_subscribe_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,tag,max,max,tag,False,True,,48,12,4681,2880,2880,4681,22.3125,24.265625,24.265625,22.3125,-1.953125,1.953125,1.953125,1.953125
llama3.2-1b,C,subscribe,control_only,pair_35,pair_35_C_subscribe_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,tag,max,max,tag,False,True,,48,12,4681,2880,2880,4681,22.890625,23.734375,23.734375,22.890625,-0.84375,0.84375,0.84375,0.84375
llama3.2-1b,C,subscribe,neither,pair_35,pair_35_C_subscribe_alt_reactive_stable_first_neither,alt_reactive,stable_first,,tag,max,max,tag,False,True,,47,11,4681,2880,2880,4681,22.4375,23.015625,23.015625,22.4375,-0.578125,0.578125,0.578125,0.578125
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,color,base,color,base,True,True,True,38,14,3506,3231,3506,3231,25.5,23.71875,25.5,23.71875,1.78125,1.78125,1.78125,1.78125
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,color,base,color,base,True,True,False,38,14,3506,3231,3506,3231,25.703125,25.09375,25.703125,25.09375,0.609375,0.609375,0.609375,0.609375
llama3.2-1b,C,useEffect,target_only,pair_36,pair_36_C_useEffect_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,color,base,color,base,True,True,,36,12,3506,3231,3506,3231,25.28125,21.859375,25.28125,21.859375,3.421875,3.421875,3.421875,3.421875
llama3.2-1b,C,useEffect,control_only,pair_36,pair_36_C_useEffect_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,color,base,color,base,True,True,,36,12,3506,3231,3506,3231,23.375,24.984375,23.375,24.984375,-1.609375,-1.609375,-1.609375,-1.609375
llama3.2-1b,C,useEffect,neither,pair_36,pair_36_C_useEffect_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,color,base,color,base,True,True,,35,11,3506,3231,3506,3231,23.5625,21.546875,23.5625,21.546875,2.015625,2.015625,2.015625,2.015625
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,color,base,color,base,True,False,True,38,14,3506,3231,3506,3231,25.34375,24.578125,25.34375,24.578125,0.765625,0.765625,0.765625,0.765625
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,color,base,color,base,True,False,False,38,14,3506,3231,3506,3231,25.484375,25.015625,25.484375,25.015625,0.46875,0.46875,0.46875,0.46875
llama3.2-1b,C,useEffect,target_only,pair_36,pair_36_C_useEffect_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,color,base,color,base,True,False,,36,12,3506,3231,3506,3231,25.359375,21.09375,25.359375,21.09375,4.265625,4.265625,4.265625,4.265625
llama3.2-1b,C,useEffect,control_only,pair_36,pair_36_C_useEffect_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,color,base,color,base,True,False,,36,12,3506,3231,3506,3231,23.46875,24.875,23.46875,24.875,-1.40625,-1.40625,-1.40625,-1.40625
llama3.2-1b,C,useEffect,neither,pair_36,pair_36_C_useEffect_dep_reactive_stable_first_neither,dep_reactive,stable_first,,color,base,color,base,True,False,,35,11,3506,3231,3506,3231,23.25,21.25,23.25,21.25,2.0,2.0,2.0,2.0
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,color,base,base,color,False,False,True,39,14,3506,3231,3231,3506,25.9375,26.34375,26.34375,25.9375,-0.40625,0.40625,0.40625,0.40625
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,color,base,base,color,False,False,False,39,14,3506,3231,3231,3506,24.328125,26.75,26.75,24.328125,-2.421875,2.421875,2.421875,2.421875
llama3.2-1b,C,useEffect,target_only,pair_36,pair_36_C_useEffect_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,color,base,base,color,False,False,,37,12,3506,3231,3231,3506,23.09375,26.6875,26.6875,23.09375,-3.59375,3.59375,3.59375,3.59375
llama3.2-1b,C,useEffect,control_only,pair_36,pair_36_C_useEffect_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,color,base,base,color,False,False,,37,12,3506,3231,3231,3506,25.78125,23.625,23.625,25.78125,2.15625,-2.15625,-2.15625,-2.15625
llama3.2-1b,C,useEffect,neither,pair_36,pair_36_C_useEffect_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,color,base,base,color,False,False,,36,11,3506,3231,3231,3506,23.84375,24.796875,24.796875,23.84375,-0.953125,0.953125,0.953125,0.953125
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,color,base,base,color,False,True,True,39,14,3506,3231,3231,3506,25.953125,25.703125,25.703125,25.953125,0.25,-0.25,-0.25,-0.25
llama3.2-1b,C,useEffect,both,pair_36,pair_36_C_useEffect_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,color,base,base,color,False,True,False,39,14,3506,3231,3231,3506,24.875,26.828125,26.828125,24.875,-1.953125,1.953125,1.953125,1.953125
llama3.2-1b,C,useEffect,target_only,pair_36,pair_36_C_useEffect_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,color,base,base,color,False,True,,37,12,3506,3231,3231,3506,22.203125,26.90625,26.90625,22.203125,-4.703125,4.703125,4.703125,4.703125
llama3.2-1b,C,useEffect,control_only,pair_36,pair_36_C_useEffect_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,color,base,base,color,False,True,,37,12,3506,3231,3231,3506,25.59375,24.125,24.125,25.59375,1.46875,-1.46875,-1.46875,-1.46875
llama3.2-1b,C,useEffect,neither,pair_36,pair_36_C_useEffect_alt_reactive_stable_first_neither,alt_reactive,stable_first,,color,base,base,color,False,True,,36,11,3506,3231,3231,3506,22.84375,24.65625,24.65625,22.84375,-1.8125,1.8125,1.8125,1.8125
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,color,base,color,base,True,True,True,49,14,3506,3231,3506,3231,23.921875,22.703125,23.921875,22.703125,1.21875,1.21875,1.21875,1.21875
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,color,base,color,base,True,True,False,49,14,3506,3231,3506,3231,24.09375,22.921875,24.09375,22.921875,1.171875,1.171875,1.171875,1.171875
llama3.2-1b,C,subscribe,target_only,pair_36,pair_36_C_subscribe_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,color,base,color,base,True,True,,47,12,3506,3231,3506,3231,23.34375,21.765625,23.34375,21.765625,1.578125,1.578125,1.578125,1.578125
llama3.2-1b,C,subscribe,control_only,pair_36,pair_36_C_subscribe_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,color,base,color,base,True,True,,47,12,3506,3231,3506,3231,23.078125,22.703125,23.078125,22.703125,0.375,0.375,0.375,0.375
llama3.2-1b,C,subscribe,neither,pair_36,pair_36_C_subscribe_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,color,base,color,base,True,True,,46,11,3506,3231,3506,3231,22.765625,21.890625,22.765625,21.890625,0.875,0.875,0.875,0.875
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,color,base,color,base,True,False,True,49,14,3506,3231,3506,3231,23.734375,23.515625,23.734375,23.515625,0.21875,0.21875,0.21875,0.21875
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,color,base,color,base,True,False,False,49,14,3506,3231,3506,3231,23.984375,22.984375,23.984375,22.984375,1.0,1.0,1.0,1.0
llama3.2-1b,C,subscribe,target_only,pair_36,pair_36_C_subscribe_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,color,base,color,base,True,False,,47,12,3506,3231,3506,3231,23.421875,21.796875,23.421875,21.796875,1.625,1.625,1.625,1.625
llama3.2-1b,C,subscribe,control_only,pair_36,pair_36_C_subscribe_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,color,base,color,base,True,False,,47,12,3506,3231,3506,3231,23.125,22.9375,23.125,22.9375,0.1875,0.1875,0.1875,0.1875
llama3.2-1b,C,subscribe,neither,pair_36,pair_36_C_subscribe_dep_reactive_stable_first_neither,dep_reactive,stable_first,,color,base,color,base,True,False,,46,11,3506,3231,3506,3231,22.5625,21.921875,22.5625,21.921875,0.640625,0.640625,0.640625,0.640625
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,color,base,base,color,False,False,True,50,14,3506,3231,3231,3506,24.765625,25.96875,25.96875,24.765625,-1.203125,1.203125,1.203125,1.203125
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,color,base,base,color,False,False,False,50,14,3506,3231,3231,3506,23.34375,26.28125,26.28125,23.34375,-2.9375,2.9375,2.9375,2.9375
llama3.2-1b,C,subscribe,target_only,pair_36,pair_36_C_subscribe_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,color,base,base,color,False,False,,48,12,3506,3231,3231,3506,23.625,25.609375,25.609375,23.625,-1.984375,1.984375,1.984375,1.984375
llama3.2-1b,C,subscribe,control_only,pair_36,pair_36_C_subscribe_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,color,base,base,color,False,False,,48,12,3506,3231,3231,3506,24.140625,24.546875,24.546875,24.140625,-0.40625,0.40625,0.40625,0.40625
llama3.2-1b,C,subscribe,neither,pair_36,pair_36_C_subscribe_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,color,base,base,color,False,False,,47,11,3506,3231,3231,3506,23.453125,24.625,24.625,23.453125,-1.171875,1.171875,1.171875,1.171875
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,color,base,base,color,False,True,True,50,14,3506,3231,3231,3506,25.03125,25.3125,25.3125,25.03125,-0.28125,0.28125,0.28125,0.28125
llama3.2-1b,C,subscribe,both,pair_36,pair_36_C_subscribe_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,color,base,base,color,False,True,False,50,14,3506,3231,3231,3506,24.46875,26.0,26.0,24.46875,-1.53125,1.53125,1.53125,1.53125
llama3.2-1b,C,subscribe,target_only,pair_36,pair_36_C_subscribe_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,color,base,base,color,False,True,,48,12,3506,3231,3231,3506,23.75,25.609375,25.609375,23.75,-1.859375,1.859375,1.859375,1.859375
llama3.2-1b,C,subscribe,control_only,pair_36,pair_36_C_subscribe_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,color,base,base,color,False,True,,48,12,3506,3231,3231,3506,24.28125,24.5625,24.5625,24.28125,-0.28125,0.28125,0.28125,0.28125
llama3.2-1b,C,subscribe,neither,pair_36,pair_36_C_subscribe_alt_reactive_stable_first_neither,alt_reactive,stable_first,,color,base,base,color,False,True,,47,11,3506,3231,3231,3506,23.359375,24.25,24.25,23.359375,-0.890625,0.890625,0.890625,0.890625
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,title,num,title,num,True,True,True,38,14,2150,2470,2150,2470,25.265625,24.5,25.265625,24.5,0.765625,0.765625,0.765625,0.765625
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,title,num,title,num,True,True,False,38,14,2150,2470,2150,2470,25.875,25.6875,25.875,25.6875,0.1875,0.1875,0.1875,0.1875
llama3.2-1b,C,useEffect,target_only,pair_37,pair_37_C_useEffect_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,title,num,title,num,True,True,,36,12,2150,2470,2150,2470,25.3125,23.484375,25.3125,23.484375,1.828125,1.828125,1.828125,1.828125
llama3.2-1b,C,useEffect,control_only,pair_37,pair_37_C_useEffect_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,title,num,title,num,True,True,,36,12,2150,2470,2150,2470,23.25,25.578125,23.25,25.578125,-2.328125,-2.328125,-2.328125,-2.328125
llama3.2-1b,C,useEffect,neither,pair_37,pair_37_C_useEffect_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,title,num,title,num,True,True,,35,11,2150,2470,2150,2470,23.546875,23.40625,23.546875,23.40625,0.140625,0.140625,0.140625,0.140625
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,title,num,title,num,True,False,True,38,14,2150,2470,2150,2470,25.265625,24.765625,25.265625,24.765625,0.5,0.5,0.5,0.5
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,title,num,title,num,True,False,False,38,14,2150,2470,2150,2470,25.34375,25.8125,25.34375,25.8125,-0.46875,-0.46875,-0.46875,-0.46875
llama3.2-1b,C,useEffect,target_only,pair_37,pair_37_C_useEffect_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,title,num,title,num,True,False,,36,12,2150,2470,2150,2470,25.46875,23.0,25.46875,23.0,2.46875,2.46875,2.46875,2.46875
llama3.2-1b,C,useEffect,control_only,pair_37,pair_37_C_useEffect_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,title,num,title,num,True,False,,36,12,2150,2470,2150,2470,23.203125,25.546875,23.203125,25.546875,-2.34375,-2.34375,-2.34375,-2.34375
llama3.2-1b,C,useEffect,neither,pair_37,pair_37_C_useEffect_dep_reactive_stable_first_neither,dep_reactive,stable_first,,title,num,title,num,True,False,,35,11,2150,2470,2150,2470,23.234375,23.03125,23.234375,23.03125,0.203125,0.203125,0.203125,0.203125
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,title,num,num,title,False,False,True,39,14,2150,2470,2470,2150,25.34375,25.984375,25.984375,25.34375,-0.640625,0.640625,0.640625,0.640625
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,title,num,num,title,False,False,False,39,14,2150,2470,2470,2150,24.015625,26.1875,26.1875,24.015625,-2.171875,2.171875,2.171875,2.171875
llama3.2-1b,C,useEffect,target_only,pair_37,pair_37_C_useEffect_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,title,num,num,title,False,False,,37,12,2150,2470,2470,2150,22.15625,26.171875,26.171875,22.15625,-4.015625,4.015625,4.015625,4.015625
llama3.2-1b,C,useEffect,control_only,pair_37,pair_37_C_useEffect_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,title,num,num,title,False,False,,37,12,2150,2470,2470,2150,25.140625,23.640625,23.640625,25.140625,1.5,-1.5,-1.5,-1.5
llama3.2-1b,C,useEffect,neither,pair_37,pair_37_C_useEffect_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,title,num,num,title,False,False,,36,11,2150,2470,2470,2150,22.953125,24.15625,24.15625,22.953125,-1.203125,1.203125,1.203125,1.203125
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,title,num,num,title,False,True,True,39,14,2150,2470,2470,2150,25.671875,25.640625,25.640625,25.671875,0.03125,-0.03125,-0.03125,-0.03125
llama3.2-1b,C,useEffect,both,pair_37,pair_37_C_useEffect_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,title,num,num,title,False,True,False,39,14,2150,2470,2470,2150,25.21875,26.15625,26.15625,25.21875,-0.9375,0.9375,0.9375,0.9375
llama3.2-1b,C,useEffect,target_only,pair_37,pair_37_C_useEffect_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,title,num,num,title,False,True,,37,12,2150,2470,2470,2150,21.9375,26.40625,26.40625,21.9375,-4.46875,4.46875,4.46875,4.46875
llama3.2-1b,C,useEffect,control_only,pair_37,pair_37_C_useEffect_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,title,num,num,title,False,True,,37,12,2150,2470,2470,2150,25.328125,23.984375,23.984375,25.328125,1.34375,-1.34375,-1.34375,-1.34375
llama3.2-1b,C,useEffect,neither,pair_37,pair_37_C_useEffect_alt_reactive_stable_first_neither,alt_reactive,stable_first,,title,num,num,title,False,True,,36,11,2150,2470,2470,2150,22.890625,24.140625,24.140625,22.890625,-1.25,1.25,1.25,1.25
llama3.2-1b,C,subscribe,both,pair_37,pair_37_C_subscribe_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,title,num,title,num,True,True,True,49,14,2150,2470,2150,2470,24.375,23.171875,24.375,23.171875,1.203125,1.203125,1.203125,1.203125
llama3.2-1b,C,subscribe,both,pair_37,pair_37_C_subscribe_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,title,num,title,num,True,True,False,49,14,2150,2470,2150,2470,24.59375,24.015625,24.59375,24.015625,0.578125,0.578125,0.578125,0.578125
llama3.2-1b,C,subscribe,target_only,pair_37,pair_37_C_subscribe_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,title,num,title,num,True,True,,47,12,2150,2470,2150,2470,23.90625,23.171875,23.90625,23.171875,0.734375,0.734375,0.734375,0.734375
llama3.2-1b,C,subscribe,control_only,pair_37,pair_37_C_subscribe_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,title,num,title,num,True,True,,47,12,2150,2470,2150,2470,23.703125,23.859375,23.703125,23.859375,-0.15625,-0.15625,-0.15625,-0.15625
llama3.2-1b,C,subscribe,neither,pair_37,pair_37_C_subscribe_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,title,num,title,num,True,True,,46,11,2150,2470,2150,2470,23.390625,23.28125,23.390625,23.28125,0.109375,0.109375,0.109375,0.109375
llama3.2-1b,C,subscribe,both,pair_37,pair_37_C_subscribe_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,title,num,title,num,True,False,True,49,14,2150,2470,2150,2470,24.203125,24.0625,24.203125,24.0625,0.140625,0.140625,0.140625,0.140625
llama3.2-1b,C,subscribe,both,pair_37,pair_37_C_subscribe_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,title,num,title,num,True,False,False,49,14,2150,2470,2150,2470,24.15625,24.78125,24.15625,24.78125,-0.625,-0.625,-0.625,-0.625
llama3.2-1b,C,subscribe,target_only,pair_37,pair_37_C_subscribe_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,title,num,title,num,True,False,,47,12,2150,2470,2150,2470,23.984375,23.484375,23.984375,23.484375,0.5,0.5,0.5,0.5
llama3.2-1b,C,subscribe,control_only,pair_37,pair_37_C_subscribe_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,title,num,title,num,True,False,,47,12,2150,2470,2150,2470,23.609375,24.390625,23.609375,24.390625,-0.78125,-0.78125,-0.78125,-0.78125
llama3.2-1b,C,subscribe,neither,pair_37,pair_37_C_subscribe_dep_reactive_stable_first_neither,dep_reactive,stable_first,,title,num,title,num,True,False,,46,11,2150,2470,2150,2470,23.140625,23.328125,23.140625,23.328125,-0.1875,-0.1875,-0.1875,-0.1875
llama3.2-1b,C,subscribe,both,pair_37,pair_37_C_subscribe_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,title,num,num,title,False,False,True,50,14,2150,2470,2470,2150,23.828125,25.265625,25.265625,23.828125,-1.4375,1.4375,1.4375,1.4375
llama3.2-1b,C,subscribe,both,pair_37,pair_37_C_subscribe_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,title,num,num,title,False,False,False,50,14,2150,2470,2470,2150,22.46875,25.328125,25.328125,22.46875,-2.859375,2.859375,2.859375,2.859375
