model,ablation,condition,bodyuse,pair_id,cell_id,state_role,decl_order,body_order,dep_var,alt_var,target_var,control_var,role_dep_useState_form,decl_dep_first,pos_dep_first,n_tokens,decl_to_bracket_token_distance,dep_id,alt_id,target_id,control_id,logit_dep,logit_alt,logit_target,logit_control,D,LD_stateform,LD_reactive,LD_stateform_direct
llama3.2-1b,C,useEffect,neither,pair_22,pair_22_C_useEffect_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,flag,ref,flag,ref,True,True,,34,11,10104,1116,10104,1116,25.171875,25.0625,25.171875,25.0625,0.109375,0.109375,0.109375,0.109375
llama3.2-1b,C,useEffect,both,pair_22,pair_22_C_useEffect_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,True,False,True,37,14,10104,1116,10104,1116,27.40625,26.515625,27.40625,26.515625,0.890625,0.890625,0.890625,0.890625
llama3.2-1b,C,useEffect,both,pair_22,pair_22_C_useEffect_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,flag,ref,flag,ref,True,False,False,37,14,10104,1116,10104,1116,27.03125,26.421875,27.03125,26.421875,0.609375,0.609375,0.609375,0.609375
llama3.2-1b,C,useEffect,target_only,pair_22,pair_22_C_useEffect_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,flag,ref,flag,ref,True,False,,35,12,10104,1116,10104,1116,27.390625,24.734375,27.390625,24.734375,2.65625,2.65625,2.65625,2.65625
llama3.2-1b,C,useEffect,control_only,pair_22,pair_22_C_useEffect_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,flag,ref,flag,ref,True,False,,35,12,10104,1116,10104,1116,25.015625,26.796875,25.015625,26.796875,-1.78125,-1.78125,-1.78125,-1.78125
llama3.2-1b,C,useEffect,neither,pair_22,pair_22_C_useEffect_dep_reactive_stable_first_neither,dep_reactive,stable_first,,flag,ref,flag,ref,True,False,,34,11,10104,1116,10104,1116,25.046875,24.234375,25.046875,24.234375,0.8125,0.8125,0.8125,0.8125
llama3.2-1b,C,useEffect,both,pair_22,pair_22_C_useEffect_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,flag,ref,ref,flag,False,False,True,37,14,10104,1116,1116,10104,27.03125,27.0625,27.0625,27.03125,-0.03125,0.03125,0.03125,0.03125
llama3.2-1b,C,useEffect,both,pair_22,pair_22_C_useEffect_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,False,False,False,37,14,10104,1116,1116,10104,26.296875,26.640625,26.640625,26.296875,-0.34375,0.34375,0.34375,0.34375
llama3.2-1b,C,useEffect,target_only,pair_22,pair_22_C_useEffect_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,flag,ref,ref,flag,False,False,,35,12,10104,1116,1116,10104,25.1875,26.71875,26.71875,25.1875,-1.53125,1.53125,1.53125,1.53125
llama3.2-1b,C,useEffect,control_only,pair_22,pair_22_C_useEffect_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,flag,ref,ref,flag,False,False,,35,12,10104,1116,1116,10104,26.875,24.875,24.875,26.875,2.0,-2.0,-2.0,-2.0
llama3.2-1b,C,useEffect,neither,pair_22,pair_22_C_useEffect_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,flag,ref,ref,flag,False,False,,34,11,10104,1116,1116,10104,25.34375,25.265625,25.265625,25.34375,0.078125,-0.078125,-0.078125,-0.078125
llama3.2-1b,C,useEffect,both,pair_22,pair_22_C_useEffect_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,flag,ref,ref,flag,False,True,True,37,14,10104,1116,1116,10104,26.953125,26.796875,26.796875,26.953125,0.15625,-0.15625,-0.15625,-0.15625
llama3.2-1b,C,useEffect,both,pair_22,pair_22_C_useEffect_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,False,True,False,37,14,10104,1116,1116,10104,26.75,26.578125,26.578125,26.75,0.171875,-0.171875,-0.171875,-0.171875
llama3.2-1b,C,useEffect,target_only,pair_22,pair_22_C_useEffect_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,flag,ref,ref,flag,False,True,,35,12,10104,1116,1116,10104,24.21875,26.765625,26.765625,24.21875,-2.546875,2.546875,2.546875,2.546875
llama3.2-1b,C,useEffect,control_only,pair_22,pair_22_C_useEffect_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,flag,ref,ref,flag,False,True,,35,12,10104,1116,1116,10104,26.84375,25.65625,25.65625,26.84375,1.1875,-1.1875,-1.1875,-1.1875
llama3.2-1b,C,useEffect,neither,pair_22,pair_22_C_useEffect_alt_reactive_stable_first_neither,alt_reactive,stable_first,,flag,ref,ref,flag,False,True,,34,11,10104,1116,1116,10104,24.5625,25.21875,25.21875,24.5625,-0.65625,0.65625,0.65625,0.65625
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,True,True,True,48,14,10104,1116,10104,1116,25.9375,23.859375,25.9375,23.859375,2.078125,2.078125,2.078125,2.078125
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,flag,ref,flag,ref,True,True,False,48,14,10104,1116,10104,1116,26.265625,24.390625,26.265625,24.390625,1.875,1.875,1.875,1.875
llama3.2-1b,C,subscribe,target_only,pair_22,pair_22_C_subscribe_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,flag,ref,flag,ref,True,True,,46,12,10104,1116,10104,1116,25.15625,24.34375,25.15625,24.34375,0.8125,0.8125,0.8125,0.8125
llama3.2-1b,C,subscribe,control_only,pair_22,pair_22_C_subscribe_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,flag,ref,flag,ref,True,True,,46,12,10104,1116,10104,1116,24.6875,23.859375,24.6875,23.859375,0.828125,0.828125,0.828125,0.828125
llama3.2-1b,C,subscribe,neither,pair_22,pair_22_C_subscribe_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,flag,ref,flag,ref,True,True,,45,11,10104,1116,10104,1116,24.171875,23.734375,24.171875,23.734375,0.4375,0.4375,0.4375,0.4375
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,True,False,True,48,14,10104,1116,10104,1116,25.90625,25.03125,25.90625,25.03125,0.875,0.875,0.875,0.875
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,flag,ref,flag,ref,True,False,False,48,14,10104,1116,10104,1116,26.0625,24.5625,26.0625,24.5625,1.5,1.5,1.5,1.5
llama3.2-1b,C,subscribe,target_only,pair_22,pair_22_C_subscribe_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,flag,ref,flag,ref,True,False,,46,12,10104,1116,10104,1116,25.609375,23.921875,25.609375,23.921875,1.6875,1.6875,1.6875,1.6875
llama3.2-1b,C,subscribe,control_only,pair_22,pair_22_C_subscribe_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,flag,ref,flag,ref,True,False,,46,12,10104,1116,10104,1116,24.90625,24.078125,24.90625,24.078125,0.828125,0.828125,0.828125,0.828125
llama3.2-1b,C,subscribe,neither,pair_22,pair_22_C_subscribe_dep_reactive_stable_first_neither,dep_reactive,stable_first,,flag,ref,flag,ref,True,False,,45,11,10104,1116,10104,1116,24.1875,22.953125,24.1875,22.953125,1.234375,1.234375,1.234375,1.234375
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,flag,ref,ref,flag,False,False,True,48,14,10104,1116,1116,10104,25.359375,25.890625,25.890625,25.359375,-0.53125,0.53125,0.53125,0.53125
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,False,False,False,48,14,10104,1116,1116,10104,24.96875,25.9375,25.9375,24.96875,-0.96875,0.96875,0.96875,0.96875
llama3.2-1b,C,subscribe,target_only,pair_22,pair_22_C_subscribe_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,flag,ref,ref,flag,False,False,,46,12,10104,1116,1116,10104,24.375,24.640625,24.640625,24.375,-0.265625,0.265625,0.265625,0.265625
llama3.2-1b,C,subscribe,control_only,pair_22,pair_22_C_subscribe_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,flag,ref,ref,flag,False,False,,46,12,10104,1116,1116,10104,24.890625,24.796875,24.796875,24.890625,0.09375,-0.09375,-0.09375,-0.09375
llama3.2-1b,C,subscribe,neither,pair_22,pair_22_C_subscribe_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,flag,ref,ref,flag,False,False,,45,11,10104,1116,1116,10104,24.234375,24.234375,24.234375,24.234375,0.0,-0.0,-0.0,0.0
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,flag,ref,ref,flag,False,True,True,48,14,10104,1116,1116,10104,25.5625,25.84375,25.84375,25.5625,-0.28125,0.28125,0.28125,0.28125
llama3.2-1b,C,subscribe,both,pair_22,pair_22_C_subscribe_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,False,True,False,48,14,10104,1116,1116,10104,25.78125,25.765625,25.765625,25.78125,0.015625,-0.015625,-0.015625,-0.015625
llama3.2-1b,C,subscribe,target_only,pair_22,pair_22_C_subscribe_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,flag,ref,ref,flag,False,True,,46,12,10104,1116,1116,10104,23.8125,25.03125,25.03125,23.8125,-1.21875,1.21875,1.21875,1.21875
llama3.2-1b,C,subscribe,control_only,pair_22,pair_22_C_subscribe_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,flag,ref,ref,flag,False,True,,46,12,10104,1116,1116,10104,25.140625,25.3125,25.3125,25.140625,-0.171875,0.171875,0.171875,0.171875
llama3.2-1b,C,subscribe,neither,pair_22,pair_22_C_subscribe_alt_reactive_stable_first_neither,alt_reactive,stable_first,,flag,ref,ref,flag,False,True,,45,11,10104,1116,1116,10104,23.671875,24.296875,24.296875,23.671875,-0.625,0.625,0.625,0.625
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,text,min,text,min,True,True,True,38,14,1342,1083,1342,1083,25.515625,23.09375,25.515625,23.09375,2.421875,2.421875,2.421875,2.421875
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,text,min,text,min,True,True,False,38,14,1342,1083,1342,1083,26.15625,24.359375,26.15625,24.359375,1.796875,1.796875,1.796875,1.796875
llama3.2-1b,C,useEffect,target_only,pair_23,pair_23_C_useEffect_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,text,min,text,min,True,True,,36,12,1342,1083,1342,1083,25.5625,21.796875,25.5625,21.796875,3.765625,3.765625,3.765625,3.765625
llama3.2-1b,C,useEffect,control_only,pair_23,pair_23_C_useEffect_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,text,min,text,min,True,True,,36,12,1342,1083,1342,1083,23.359375,24.28125,23.359375,24.28125,-0.921875,-0.921875,-0.921875,-0.921875
llama3.2-1b,C,useEffect,neither,pair_23,pair_23_C_useEffect_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,text,min,text,min,True,True,,35,11,1342,1083,1342,1083,23.59375,21.4375,23.59375,21.4375,2.15625,2.15625,2.15625,2.15625
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,text,min,text,min,True,False,True,38,14,1342,1083,1342,1083,25.609375,23.375,25.609375,23.375,2.234375,2.234375,2.234375,2.234375
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,text,min,text,min,True,False,False,38,14,1342,1083,1342,1083,25.9375,24.578125,25.9375,24.578125,1.359375,1.359375,1.359375,1.359375
llama3.2-1b,C,useEffect,target_only,pair_23,pair_23_C_useEffect_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,text,min,text,min,True,False,,36,12,1342,1083,1342,1083,25.859375,21.5625,25.859375,21.5625,4.296875,4.296875,4.296875,4.296875
llama3.2-1b,C,useEffect,control_only,pair_23,pair_23_C_useEffect_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,text,min,text,min,True,False,,36,12,1342,1083,1342,1083,23.234375,24.765625,23.234375,24.765625,-1.53125,-1.53125,-1.53125,-1.53125
llama3.2-1b,C,useEffect,neither,pair_23,pair_23_C_useEffect_dep_reactive_stable_first_neither,dep_reactive,stable_first,,text,min,text,min,True,False,,35,11,1342,1083,1342,1083,23.578125,21.109375,23.578125,21.109375,2.46875,2.46875,2.46875,2.46875
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,text,min,min,text,False,False,True,39,14,1342,1083,1083,1342,25.578125,25.4375,25.4375,25.578125,0.140625,-0.140625,-0.140625,-0.140625
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,text,min,min,text,False,False,False,39,14,1342,1083,1083,1342,24.484375,25.84375,25.84375,24.484375,-1.359375,1.359375,1.359375,1.359375
llama3.2-1b,C,useEffect,target_only,pair_23,pair_23_C_useEffect_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,text,min,min,text,False,False,,37,12,1342,1083,1083,1342,22.6875,25.75,25.75,22.6875,-3.0625,3.0625,3.0625,3.0625
llama3.2-1b,C,useEffect,control_only,pair_23,pair_23_C_useEffect_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,text,min,min,text,False,False,,37,12,1342,1083,1083,1342,25.1875,23.140625,23.140625,25.1875,2.046875,-2.046875,-2.046875,-2.046875
llama3.2-1b,C,useEffect,neither,pair_23,pair_23_C_useEffect_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,text,min,min,text,False,False,,36,11,1342,1083,1083,1342,22.96875,23.796875,23.796875,22.96875,-0.828125,0.828125,0.828125,0.828125
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,text,min,min,text,False,True,True,39,14,1342,1083,1083,1342,25.53125,24.4375,24.4375,25.53125,1.09375,-1.09375,-1.09375,-1.09375
llama3.2-1b,C,useEffect,both,pair_23,pair_23_C_useEffect_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,text,min,min,text,False,True,False,39,14,1342,1083,1083,1342,24.921875,25.875,25.875,24.921875,-0.953125,0.953125,0.953125,0.953125
llama3.2-1b,C,useEffect,target_only,pair_23,pair_23_C_useEffect_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,text,min,min,text,False,True,,37,12,1342,1083,1083,1342,21.96875,25.859375,25.859375,21.96875,-3.890625,3.890625,3.890625,3.890625
llama3.2-1b,C,useEffect,control_only,pair_23,pair_23_C_useEffect_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,text,min,min,text,False,True,,37,12,1342,1083,1083,1342,24.984375,23.1875,23.1875,24.984375,1.796875,-1.796875,-1.796875,-1.796875
llama3.2-1b,C,useEffect,neither,pair_23,pair_23_C_useEffect_alt_reactive_stable_first_neither,alt_reactive,stable_first,,text,min,min,text,False,True,,36,11,1342,1083,1083,1342,22.578125,23.53125,23.53125,22.578125,-0.953125,0.953125,0.953125,0.953125
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,text,min,text,min,True,True,True,49,14,1342,1083,1342,1083,24.015625,22.71875,24.015625,22.71875,1.296875,1.296875,1.296875,1.296875
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,text,min,text,min,True,True,False,49,14,1342,1083,1342,1083,24.140625,23.109375,24.140625,23.109375,1.03125,1.03125,1.03125,1.03125
llama3.2-1b,C,subscribe,target_only,pair_23,pair_23_C_subscribe_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,text,min,text,min,True,True,,47,12,1342,1083,1342,1083,23.609375,22.015625,23.609375,22.015625,1.59375,1.59375,1.59375,1.59375
llama3.2-1b,C,subscribe,control_only,pair_23,pair_23_C_subscribe_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,text,min,text,min,True,True,,47,12,1342,1083,1342,1083,23.140625,22.984375,23.140625,22.984375,0.15625,0.15625,0.15625,0.15625
llama3.2-1b,C,subscribe,neither,pair_23,pair_23_C_subscribe_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,text,min,text,min,True,True,,46,11,1342,1083,1342,1083,22.953125,21.6875,22.953125,21.6875,1.265625,1.265625,1.265625,1.265625
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,text,min,text,min,True,False,True,49,14,1342,1083,1342,1083,23.875,22.78125,23.875,22.78125,1.09375,1.09375,1.09375,1.09375
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,text,min,text,min,True,False,False,49,14,1342,1083,1342,1083,24.125,23.15625,24.125,23.15625,0.96875,0.96875,0.96875,0.96875
llama3.2-1b,C,subscribe,target_only,pair_23,pair_23_C_subscribe_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,text,min,text,min,True,False,,47,12,1342,1083,1342,1083,23.734375,21.96875,23.734375,21.96875,1.765625,1.765625,1.765625,1.765625
llama3.2-1b,C,subscribe,control_only,pair_23,pair_23_C_subscribe_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,text,min,text,min,True,False,,47,12,1342,1083,1342,1083,23.203125,23.34375,23.203125,23.34375,-0.140625,-0.140625,-0.140625,-0.140625
llama3.2-1b,C,subscribe,neither,pair_23,pair_23_C_subscribe_dep_reactive_stable_first_neither,dep_reactive,stable_first,,text,min,text,min,True,False,,46,11,1342,1083,1342,1083,22.890625,21.5625,22.890625,21.5625,1.328125,1.328125,1.328125,1.328125
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,text,min,min,text,False,False,True,50,14,1342,1083,1083,1342,24.140625,25.296875,25.296875,24.140625,-1.15625,1.15625,1.15625,1.15625
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,text,min,min,text,False,False,False,50,14,1342,1083,1083,1342,23.25,25.296875,25.296875,23.25,-2.046875,2.046875,2.046875,2.046875
llama3.2-1b,C,subscribe,target_only,pair_23,pair_23_C_subscribe_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,text,min,min,text,False,False,,48,12,1342,1083,1083,1342,23.265625,24.984375,24.984375,23.265625,-1.71875,1.71875,1.71875,1.71875
llama3.2-1b,C,subscribe,control_only,pair_23,pair_23_C_subscribe_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,text,min,min,text,False,False,,48,12,1342,1083,1083,1342,23.78125,24.03125,24.03125,23.78125,-0.25,0.25,0.25,0.25
llama3.2-1b,C,subscribe,neither,pair_23,pair_23_C_subscribe_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,text,min,min,text,False,False,,47,11,1342,1083,1083,1342,23.21875,23.796875,23.796875,23.21875,-0.578125,0.578125,0.578125,0.578125
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,text,min,min,text,False,True,True,50,14,1342,1083,1083,1342,24.640625,24.78125,24.78125,24.640625,-0.140625,0.140625,0.140625,0.140625
llama3.2-1b,C,subscribe,both,pair_23,pair_23_C_subscribe_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,text,min,min,text,False,True,False,50,14,1342,1083,1083,1342,24.015625,25.234375,25.234375,24.015625,-1.21875,1.21875,1.21875,1.21875
llama3.2-1b,C,subscribe,target_only,pair_23,pair_23_C_subscribe_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,text,min,min,text,False,True,,48,12,1342,1083,1083,1342,23.171875,25.21875,25.21875,23.171875,-2.046875,2.046875,2.046875,2.046875
llama3.2-1b,C,subscribe,control_only,pair_23,pair_23_C_subscribe_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,text,min,min,text,False,True,,48,12,1342,1083,1083,1342,24.09375,24.125,24.125,24.09375,-0.03125,0.03125,0.03125,0.03125
llama3.2-1b,C,subscribe,neither,pair_23,pair_23_C_subscribe_alt_reactive_stable_first_neither,alt_reactive,stable_first,,text,min,min,text,False,True,,47,11,1342,1083,1083,1342,23.21875,23.734375,23.734375,23.21875,-0.515625,0.515625,0.515625,0.515625
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,id,cap,id,cap,True,True,True,38,14,307,11600,307,11600,25.21875,22.65625,25.21875,22.65625,2.5625,2.5625,2.5625,2.5625
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,id,cap,id,cap,True,True,False,38,14,307,11600,307,11600,25.5,24.3125,25.5,24.3125,1.1875,1.1875,1.1875,1.1875
llama3.2-1b,C,useEffect,target_only,pair_24,pair_24_C_useEffect_dep_reactive_reactive_first_target_only,dep_reactive,reactive_first,,id,cap,id,cap,True,True,,36,12,307,11600,307,11600,25.015625,20.984375,25.015625,20.984375,4.03125,4.03125,4.03125,4.03125
llama3.2-1b,C,useEffect,control_only,pair_24,pair_24_C_useEffect_dep_reactive_reactive_first_control_only,dep_reactive,reactive_first,,id,cap,id,cap,True,True,,36,12,307,11600,307,11600,23.390625,24.4375,23.390625,24.4375,-1.046875,-1.046875,-1.046875,-1.046875
llama3.2-1b,C,useEffect,neither,pair_24,pair_24_C_useEffect_dep_reactive_reactive_first_neither,dep_reactive,reactive_first,,id,cap,id,cap,True,True,,35,11,307,11600,307,11600,23.171875,21.5,23.171875,21.5,1.671875,1.671875,1.671875,1.671875
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_dep_reactive_stable_first_both_dep_first,dep_reactive,stable_first,dep_first,id,cap,id,cap,True,False,True,38,14,307,11600,307,11600,25.1875,22.84375,25.1875,22.84375,2.34375,2.34375,2.34375,2.34375
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_dep_reactive_stable_first_both_alt_first,dep_reactive,stable_first,alt_first,id,cap,id,cap,True,False,False,38,14,307,11600,307,11600,24.984375,24.140625,24.984375,24.140625,0.84375,0.84375,0.84375,0.84375
llama3.2-1b,C,useEffect,target_only,pair_24,pair_24_C_useEffect_dep_reactive_stable_first_target_only,dep_reactive,stable_first,,id,cap,id,cap,True,False,,36,12,307,11600,307,11600,25.03125,19.84375,25.03125,19.84375,5.1875,5.1875,5.1875,5.1875
llama3.2-1b,C,useEffect,control_only,pair_24,pair_24_C_useEffect_dep_reactive_stable_first_control_only,dep_reactive,stable_first,,id,cap,id,cap,True,False,,36,12,307,11600,307,11600,23.375,24.109375,23.375,24.109375,-0.734375,-0.734375,-0.734375,-0.734375
llama3.2-1b,C,useEffect,neither,pair_24,pair_24_C_useEffect_dep_reactive_stable_first_neither,dep_reactive,stable_first,,id,cap,id,cap,True,False,,35,11,307,11600,307,11600,22.90625,20.828125,22.90625,20.828125,2.078125,2.078125,2.078125,2.078125
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_alt_reactive_reactive_first_both_dep_first,alt_reactive,reactive_first,dep_first,id,cap,cap,id,False,False,True,39,14,307,11600,11600,307,25.875,26.46875,26.46875,25.875,-0.59375,0.59375,0.59375,0.59375
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_alt_reactive_reactive_first_both_alt_first,alt_reactive,reactive_first,alt_first,id,cap,cap,id,False,False,False,39,14,307,11600,11600,307,24.765625,26.328125,26.328125,24.765625,-1.5625,1.5625,1.5625,1.5625
llama3.2-1b,C,useEffect,target_only,pair_24,pair_24_C_useEffect_alt_reactive_reactive_first_target_only,alt_reactive,reactive_first,,id,cap,cap,id,False,False,,37,12,307,11600,11600,307,24.0625,26.359375,26.359375,24.0625,-2.296875,2.296875,2.296875,2.296875
llama3.2-1b,C,useEffect,control_only,pair_24,pair_24_C_useEffect_alt_reactive_reactive_first_control_only,alt_reactive,reactive_first,,id,cap,cap,id,False,False,,37,12,307,11600,11600,307,25.4375,23.078125,23.078125,25.4375,2.359375,-2.359375,-2.359375,-2.359375
llama3.2-1b,C,useEffect,neither,pair_24,pair_24_C_useEffect_alt_reactive_reactive_first_neither,alt_reactive,reactive_first,,id,cap,cap,id,False,False,,36,11,307,11600,11600,307,23.609375,23.796875,23.796875,23.609375,-0.1875,0.1875,0.1875,0.1875
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_alt_reactive_stable_first_both_dep_first,alt_reactive,stable_first,dep_first,id,cap,cap,id,False,True,True,39,14,307,11600,11600,307,25.875,26.296875,26.296875,25.875,-0.421875,0.421875,0.421875,0.421875
llama3.2-1b,C,useEffect,both,pair_24,pair_24_C_useEffect_alt_reactive_stable_first_both_alt_first,alt_reactive,stable_first,alt_first,id,cap,cap,id,False,True,False,39,14,307,11600,11600,307,25.296875,26.328125,26.328125,25.296875,-1.03125,1.03125,1.03125,1.03125
llama3.2-1b,C,useEffect,target_only,pair_24,pair_24_C_useEffect_alt_reactive_stable_first_target_only,alt_reactive,stable_first,,id,cap,cap,id,False,True,,37,12,307,11600,11600,307,23.546875,26.59375,26.59375,23.546875,-3.046875,3.046875,3.046875,3.046875
llama3.2-1b,C,useEffect,control_only,pair_24,pair_24_C_useEffect_alt_reactive_stable_first_control_only,alt_reactive,stable_first,,id,cap,cap,id,False,True,,37,12,307,11600,11600,307,25.421875,23.296875,23.296875,25.421875,2.125,-2.125,-2.125,-2.125
llama3.2-1b,C,useEffect,neither,pair_24,pair_24_C_useEffect_alt_reactive_stable_first_neither,alt_reactive,stable_first,,id,cap,cap,id,False,True,,36,11,307,11600,11600,307,23.140625,23.71875,23.71875,23.140625,-0.578125,0.578125,0.578125,0.578125
llama3.2-1b,C,subscribe,both,pair_24,pair_24_C_subscribe_dep_reactive_reactive_first_both_dep_first,dep_reactive,reactive_first,dep_first,id,cap,id,cap,True,True,True,49,14,307,11600,307,11600,24.296875,21.9375,24.296875,21.9375,2.359375,2.359375,2.359375,2.359375
llama3.2-1b,C,subscribe,both,pair_24,pair_24_C_subscribe_dep_reactive_reactive_first_both_alt_first,dep_reactive,reactive_first,alt_first,id,cap,id,cap,True,True,False,49,14,307,11600,307,11600,24.46875,22.015625,24.46875,22.015625,2.453125,2.453125,2.453125,2.453125
