model,condition,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=alt_reactive|do=stable_first|bo=alt_first,logit_alt__sr=alt_reactive|do=stable_first|bo=dep_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=dep_reactive|do=stable_first|bo=alt_first,logit_alt__sr=dep_reactive|do=stable_first|bo=dep_first,logit_close__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_close__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_close__sr=alt_reactive|do=stable_first|bo=alt_first,logit_close__sr=alt_reactive|do=stable_first|bo=dep_first,logit_close__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_close__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_close__sr=dep_reactive|do=stable_first|bo=alt_first,logit_close__sr=dep_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=dep_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=alt_reactive|do=stable_first|bo=alt_first,logit_dep__sr=alt_reactive|do=stable_first|bo=dep_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=dep_reactive|do=stable_first|bo=alt_first,logit_dep__sr=dep_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=dep_first,mean_LD_stateform_pair,n_cells
gemma3-1b-pt,alias,pair_01,-1.75,0.0,-0.625,0.875,0.125,2.25,-0.75,1.625,1.75,-0.0,0.625,-0.875,0.125,2.25,-0.75,1.625,1.75,-0.0,0.625,-0.875,0.125,2.25,-0.75,1.625,20.125,19.75,20.25,19.375,19.5,18.25,20.25,19.0,8.1875,8.0625,8.375,8.5,7.78125,7.90625,8.0,7.875,18.375,19.75,19.625,20.25,19.5,18.25,20.25,19.0,18.375,19.75,19.625,20.25,19.625,20.5,19.5,20.625,20.125,19.75,20.25,19.375,19.625,20.5,19.5,20.625,0.59375,8
gemma3-1b-pt,alias,pair_02,-1.875,1.0,-1.625,1.125,-0.625,2.5,-1.0,1.75,1.875,-1.0,1.625,-1.125,-0.625,2.5,-1.0,1.75,1.875,-1.0,1.625,-1.125,-0.625,2.5,-1.0,1.75,19.25,18.25,19.375,18.375,18.625,17.25,18.875,17.625,6.625,6.84375,6.6875,6.875,6.6875,6.71875,6.84375,6.90625,17.375,19.25,17.75,19.5,18.625,17.25,18.875,17.625,17.375,19.25,17.75,19.5,18.0,19.75,17.875,19.375,19.25,18.25,19.375,18.375,18.0,19.75,17.875,19.375,0.5,8
gemma3-1b-pt,alias,pair_03,-0.625,1.5,-0.25,1.5,-0.25,1.5,0.25,1.375,0.625,-1.5,0.25,-1.5,-0.25,1.5,0.25,1.375,0.625,-1.5,0.25,-1.5,-0.25,1.5,0.25,1.375,19.75,18.75,19.875,18.75,19.625,18.75,19.5,18.75,6.8125,7.0625,6.65625,6.90625,6.09375,6.1875,6.375,6.5625,19.125,20.25,19.625,20.25,19.625,18.75,19.5,18.75,19.125,20.25,19.625,20.25,19.375,20.25,19.75,20.125,19.75,18.75,19.875,18.75,19.375,20.25,19.75,20.125,0.09375,8
gemma3-1b-pt,alias,pair_04,-0.875,0.75,-0.875,0.75,-0.375,0.875,-0.5,1.0,0.875,-0.75,0.875,-0.75,-0.375,0.875,-0.5,1.0,0.875,-0.75,0.875,-0.75,-0.375,0.875,-0.5,1.0,18.75,18.375,18.875,18.375,19.0,18.5,18.875,18.25,8.625,8.8125,8.75,9.0625,8.25,8.375,8.125,8.3125,17.875,19.125,18.0,19.125,19.0,18.5,18.875,18.25,17.875,19.125,18.0,19.125,18.625,19.375,18.375,19.25,18.75,18.375,18.875,18.375,18.625,19.375,18.375,19.25,0.15625,8
gemma3-1b-pt,alias,pair_05,-2.0,0.5,-1.625,0.5,-0.75,1.5,-0.125,1.875,2.0,-0.5,1.625,-0.5,-0.75,1.5,-0.125,1.875,2.0,-0.5,1.625,-0.5,-0.75,1.5,-0.125,1.875,20.25,19.0,20.375,19.25,20.0,18.625,19.625,18.25,6.96875,6.75,6.875,6.875,6.46875,6.40625,6.8125,6.75,18.25,19.5,18.75,19.75,20.0,18.625,19.625,18.25,18.25,19.5,18.75,19.75,19.25,20.125,19.5,20.125,20.25,19.0,20.375,19.25,19.25,20.125,19.5,20.125,0.640625,8
gemma3-1b-pt,alias,pair_06,-2.75,-0.625,-2.0,-0.25,-0.75,0.625,-1.875,-0.125,2.75,0.625,2.0,0.25,-0.75,0.625,-1.875,-0.125,2.75,0.625,2.0,0.25,-0.75,0.625,-1.875,-0.125,20.125,19.375,20.0,19.25,19.625,18.75,20.0,19.375,8.125,8.3125,8.0625,8.375,8.125,8.125,8.125,8.125,17.375,18.75,18.0,19.0,19.625,18.75,20.0,19.375,17.375,18.75,18.0,19.0,18.875,19.375,18.125,19.25,20.125,19.375,20.0,19.25,18.875,19.375,18.125,19.25,0.4375,8
gemma3-1b-pt,alias,pair_07,-2.375,0.5,-0.75,1.625,0.375,2.375,-0.375,1.375,2.375,-0.5,0.75,-1.625,0.375,2.375,-0.375,1.375,2.375,-0.5,0.75,-1.625,0.375,2.375,-0.375,1.375,19.5,18.875,19.5,18.5,18.875,17.75,19.25,18.625,7.8125,7.5625,7.90625,7.8125,7.3125,7.28125,7.40625,7.34375,17.125,19.375,18.75,20.125,18.875,17.75,19.25,18.625,17.125,19.375,18.75,20.125,19.25,20.125,18.875,20.0,19.5,18.875,19.5,18.5,19.25,20.125,18.875,20.0,0.59375,8
gemma3-1b-pt,alias,pair_08,-2.75,0.125,-1.5,1.0,-0.125,2.125,-0.625,1.25,2.75,-0.125,1.5,-1.0,-0.125,2.125,-0.625,1.25,2.75,-0.125,1.5,-1.0,-0.125,2.125,-0.625,1.25,19.875,18.875,19.625,18.625,18.875,17.625,19.375,18.625,7.59375,7.75,7.65625,7.9375,7.375,7.5,7.5,7.71875,17.125,19.0,18.125,19.625,18.875,17.625,19.375,18.625,17.125,19.0,18.125,19.625,18.75,19.75,18.75,19.875,19.875,18.875,19.625,18.625,18.75,19.75,18.75,19.875,0.71875,8
gemma3-1b-pt,alias,pair_09,-2.125,1.25,-2.125,1.0,-1.375,0.625,-1.375,0.875,2.125,-1.25,2.125,-1.0,-1.375,0.625,-1.375,0.875,2.125,-1.25,2.125,-1.0,-1.375,0.625,-1.375,0.875,19.875,18.375,20.125,18.75,19.625,18.75,19.75,18.625,7.53125,7.5,7.9375,8.0,7.03125,7.0,7.125,7.1875,17.75,19.625,18.0,19.75,19.625,18.75,19.75,18.625,17.75,19.625,18.0,19.75,18.25,19.375,18.375,19.5,19.875,18.375,20.125,18.75,18.25,19.375,18.375,19.5,0.09375,8
gemma3-1b-pt,alias,pair_10,-2.125,-0.625,-1.75,-0.125,0.25,1.375,-0.75,0.625,2.125,0.625,1.75,0.125,0.25,1.375,-0.75,0.625,2.125,0.625,1.75,0.125,0.25,1.375,-0.75,0.625,20.0,19.5,20.0,19.375,18.625,17.875,19.125,18.625,7.875,8.0,8.1875,8.25,7.59375,7.5,7.625,7.5625,17.875,18.875,18.25,19.25,18.625,17.875,19.125,18.625,17.875,18.875,18.25,19.25,18.875,19.25,18.375,19.25,20.0,19.5,20.0,19.375,18.875,19.25,18.375,19.25,0.765625,8
gemma3-1b-pt,alias,pair_11,-0.125,1.5,0.375,1.75,1.25,2.875,0.875,2.375,0.125,-1.5,-0.375,-1.75,1.25,2.875,0.875,2.375,0.125,-1.5,-0.375,-1.75,1.25,2.875,0.875,2.375,19.875,19.375,20.125,19.5,19.75,18.75,19.875,19.125,8.0625,8.125,7.96875,8.125,8.125,8.1875,8.4375,8.4375,19.75,20.875,20.5,21.25,19.75,18.75,19.875,19.125,19.75,20.875,20.5,21.25,21.0,21.625,20.75,21.5,19.875,19.375,20.125,19.5,21.0,21.625,20.75,21.5,0.484375,8
gemma3-1b-pt,alias,pair_12,-1.125,1.25,-0.75,1.375,0.125,1.25,-0.625,0.75,1.125,-1.25,0.75,-1.375,0.125,1.25,-0.625,0.75,1.125,-1.25,0.75,-1.375,0.125,1.25,-0.625,0.75,18.875,18.125,18.875,18.25,19.25,18.625,19.375,19.0,8.875,9.25,9.125,9.625,8.8125,8.875,8.75,8.9375,17.75,19.375,18.125,19.625,19.25,18.625,19.375,19.0,17.75,19.375,18.125,19.625,19.375,19.875,18.75,19.75,18.875,18.125,18.875,18.25,19.375,19.875,18.75,19.75,0.09375,8
gemma3-1b-pt,alias,pair_13,-2.75,-0.125,-2.0,0.5,-1.125,2.0,-1.5,1.25,2.75,0.125,2.0,-0.5,-1.125,2.0,-1.5,1.25,2.75,0.125,2.0,-0.5,-1.125,2.0,-1.5,1.25,20.375,19.5,20.25,19.375,19.5,17.875,19.75,18.625,8.0625,8.125,8.0625,8.1875,8.125,8.125,8.25,8.125,17.625,19.375,18.25,19.875,19.5,17.875,19.75,18.625,17.625,19.375,18.25,19.875,18.375,19.875,18.25,19.875,20.375,19.5,20.25,19.375,18.375,19.875,18.25,19.875,0.625,8
gemma3-1b-pt,alias,pair_14,0.0,1.375,0.0,1.625,0.0,1.25,0.0,1.125,-0.0,-1.375,-0.0,-1.625,0.0,1.25,0.0,1.125,-0.0,-1.375,-0.0,-1.625,0.0,1.25,0.0,1.125,19.375,18.625,19.5,18.625,19.375,18.75,19.625,18.875,7.09375,7.125,7.15625,7.375,6.59375,6.5625,6.75,6.71875,19.375,20.0,19.5,20.25,19.375,18.75,19.625,18.875,19.375,20.0,19.5,20.25,19.375,20.0,19.625,20.0,19.375,18.625,19.5,18.625,19.375,20.0,19.625,20.0,-0.078125,8
gemma3-1b-pt,alias,pair_15,-1.625,0.625,-0.875,1.0,-0.375,1.0,-0.375,1.75,1.625,-0.625,0.875,-1.0,-0.375,1.0,-0.375,1.75,1.625,-0.625,0.875,-1.0,-0.375,1.0,-0.375,1.75,20.375,19.75,20.5,19.75,20.375,19.75,20.375,19.125,7.78125,7.8125,7.78125,7.75,7.40625,7.21875,7.78125,7.625,18.75,20.375,19.625,20.75,20.375,19.75,20.375,19.125,18.75,20.375,19.625,20.75,20.0,20.75,20.0,20.875,20.375,19.75,20.5,19.75,20.0,20.75,20.0,20.875,0.359375,8
gemma3-1b-pt,alias,pair_16,-3.0,0.5,-1.5,1.375,-0.375,2.625,-0.25,2.375,3.0,-0.5,1.5,-1.375,-0.375,2.625,-0.25,2.375,3.0,-0.5,1.5,-1.375,-0.375,2.625,-0.25,2.375,20.25,19.0,20.25,18.875,19.625,17.625,19.625,18.0,7.8125,7.875,8.1875,8.0625,8.0625,8.125,8.3125,8.4375,17.25,19.5,18.75,20.25,19.625,17.625,19.625,18.0,17.25,19.5,18.75,20.25,19.25,20.25,19.375,20.375,20.25,19.0,20.25,18.875,19.25,20.25,19.375,20.375,0.875,8
gemma3-1b-pt,alias,pair_17,-2.0,-0.375,-1.25,0.5,-0.375,1.25,-0.625,0.75,2.0,0.375,1.25,-0.5,-0.375,1.25,-0.625,0.75,2.0,0.375,1.25,-0.5,-0.375,1.25,-0.625,0.75,20.125,19.5,19.75,19.0,19.375,18.375,19.5,19.0,7.375,7.375,7.46875,7.46875,7.3125,7.375,7.21875,7.375,18.125,19.125,18.5,19.5,19.375,18.375,19.5,19.0,18.125,19.125,18.5,19.5,19.0,19.625,18.875,19.75,20.125,19.5,19.75,19.0,19.0,19.625,18.875,19.75,0.515625,8
gemma3-1b-pt,alias,pair_18,-2.75,-0.125,-2.125,0.125,-2.125,0.5,-2.375,0.0,2.75,0.125,2.125,-0.125,-2.125,0.5,-2.375,0.0,2.75,0.125,2.125,-0.125,-2.125,0.5,-2.375,0.0,20.25,19.5,20.25,19.5,20.375,19.0,20.375,19.375,7.625,7.6875,7.78125,7.90625,7.28125,7.34375,7.5,7.53125,17.5,19.375,18.125,19.625,20.375,19.0,20.375,19.375,17.5,19.375,18.125,19.625,18.25,19.5,18.0,19.375,20.25,19.5,20.25,19.5,18.25,19.5,18.0,19.375,0.109375,8
gemma3-1b-pt,alias,pair_19,-1.375,0.375,-1.5,0.25,-1.0,0.25,-1.375,0.25,1.375,-0.375,1.5,-0.25,-1.0,0.25,-1.375,0.25,1.375,-0.375,1.5,-0.25,-1.0,0.25,-1.375,0.25,18.625,18.0,18.75,18.25,18.875,18.375,18.875,18.25,8.3125,8.5,8.5,8.8125,7.96875,8.25,8.0625,8.3125,17.25,18.375,17.25,18.5,18.875,18.375,18.875,18.25,17.25,18.375,17.25,18.5,17.875,18.625,17.5,18.5,18.625,18.0,18.75,18.25,17.875,18.625,17.5,18.5,0.046875,8
gemma3-1b-pt,alias,pair_20,-1.5,1.5,-0.375,1.75,0.5,2.25,0.125,1.875,1.5,-1.5,0.375,-1.75,0.5,2.25,0.125,1.875,1.5,-1.5,0.375,-1.75,0.5,2.25,0.125,1.875,19.625,18.375,19.375,18.5,18.5,17.625,19.0,18.125,7.53125,7.5,7.5625,7.8125,7.34375,7.15625,7.4375,7.375,18.125,19.875,19.0,20.25,18.5,17.625,19.0,18.125,18.125,19.875,19.0,20.25,19.0,19.875,19.125,20.0,19.625,18.375,19.375,18.5,19.0,19.875,19.125,20.0,0.421875,8
gemma3-1b-pt,alias,pair_21,-1.25,1.125,0.0,1.625,1.0,2.375,0.75,2.0,1.25,-1.125,-0.0,-1.625,1.0,2.375,0.75,2.0,1.25,-1.125,-0.0,-1.625,1.0,2.375,0.75,2.0,19.75,18.75,19.5,18.75,18.875,17.875,19.125,18.375,7.21875,7.1875,7.125,7.46875,6.78125,7.1875,7.1875,7.3125,18.5,19.875,19.5,20.375,18.875,17.875,19.125,18.375,18.5,19.875,19.5,20.375,19.875,20.25,19.875,20.375,19.75,18.75,19.5,18.75,19.875,20.25,19.875,20.375,0.578125,8
gemma3-1b-pt,alias,pair_22,-1.75,0.75,-1.375,1.0,-0.875,1.5,-0.5,2.0,1.75,-0.75,1.375,-1.0,-0.875,1.5,-0.5,2.0,1.75,-0.75,1.375,-1.0,-0.875,1.5,-0.5,2.0,19.25,18.5,19.625,18.625,19.25,18.125,19.375,17.875,7.4375,7.65625,7.65625,7.6875,7.34375,7.34375,7.46875,7.5,17.5,19.25,18.25,19.625,19.25,18.125,19.375,17.875,17.5,19.25,18.25,19.625,18.375,19.625,18.875,19.875,19.25,18.5,19.625,18.625,18.375,19.625,18.875,19.875,0.4375,8
gemma3-1b-pt,alias,pair_23,-1.625,0.5,-1.125,0.75,-0.25,1.0,-0.5,1.25,1.625,-0.5,1.125,-0.75,-0.25,1.0,-0.5,1.25,1.625,-0.5,1.125,-0.75,-0.25,1.0,-0.5,1.25,20.875,19.75,20.75,19.875,20.25,19.5,20.375,19.5,7.1875,7.0,7.28125,7.1875,6.4375,6.34375,6.5625,6.46875,19.25,20.25,19.625,20.625,20.25,19.5,20.375,19.5,19.25,20.25,19.625,20.625,20.0,20.5,19.875,20.75,20.875,19.75,20.75,19.875,20.0,20.5,19.875,20.75,0.375,8
gemma3-1b-pt,alias,pair_24,-1.5,0.5,-0.875,1.0,0.5,1.875,0.25,1.5,1.5,-0.5,0.875,-1.0,0.5,1.875,0.25,1.5,1.5,-0.5,0.875,-1.0,0.5,1.875,0.25,1.5,19.375,18.75,19.375,18.625,18.5,17.875,18.75,18.25,6.875,6.9375,7.15625,7.1875,6.625,6.6875,6.6875,6.625,17.875,19.25,18.5,19.625,18.5,17.875,18.75,18.25,17.875,19.25,18.5,19.625,19.0,19.75,19.0,19.75,19.375,18.75,19.375,18.625,19.0,19.75,19.0,19.75,0.625,8
gemma3-1b-pt,alias,pair_25,-1.75,0.375,-0.875,1.125,0.5,2.125,0.0,1.875,1.75,-0.375,0.875,-1.125,0.5,2.125,0.0,1.875,1.75,-0.375,0.875,-1.125,0.5,2.125,0.0,1.875,19.125,18.625,18.875,18.5,18.75,18.25,18.875,18.375,8.625,8.875,8.75,9.125,8.5,8.75,8.5,8.8125,17.375,19.0,18.0,19.625,18.75,18.25,18.875,18.375,17.375,19.0,18.0,19.625,19.25,20.375,18.875,20.25,19.125,18.625,18.875,18.5,19.25,20.375,18.875,20.25,0.703125,8
gemma3-1b-pt,alias,pair_26,-1.625,0.75,-0.75,1.375,0.125,2.0,0.125,1.375,1.625,-0.75,0.75,-1.375,0.125,2.0,0.125,1.375,1.625,-0.75,0.75,-1.375,0.125,2.0,0.125,1.375,19.875,19.125,19.875,19.0,19.5,18.5,19.625,19.125,7.75,8.1875,8.0,8.5625,7.84375,8.0,7.96875,8.0625,18.25,19.875,19.125,20.375,19.5,18.5,19.625,19.125,18.25,19.875,19.125,20.375,19.625,20.5,19.75,20.5,19.875,19.125,19.875,19.0,19.625,20.5,19.75,20.5,0.484375,8
gemma3-1b-pt,alias,pair_27,-1.0,1.375,-0.375,1.5,0.0,2.5,-0.375,1.75,1.0,-1.375,0.375,-1.5,0.0,2.5,-0.375,1.75,1.0,-1.375,0.375,-1.5,0.0,2.5,-0.375,1.75,19.75,18.75,19.75,18.875,19.375,18.0,19.375,18.25,7.59375,7.625,7.5625,7.5,7.46875,7.46875,7.78125,7.6875,18.75,20.125,19.375,20.375,19.375,18.0,19.375,18.25,18.75,20.125,19.375,20.375,19.375,20.5,19.0,20.0,19.75,18.75,19.75,18.875,19.375,20.5,19.0,20.0,0.296875,8
gemma3-1b-pt,alias,pair_28,-2.0,0.625,-1.125,1.0,-1.125,1.5,-1.125,0.875,2.0,-0.625,1.125,-1.0,-1.125,1.5,-1.125,0.875,2.0,-0.625,1.125,-1.0,-1.125,1.5,-1.125,0.875,20.0,18.875,20.0,18.875,19.75,18.375,19.875,18.75,7.46875,7.53125,7.59375,7.6875,6.875,6.75,7.0625,6.875,18.0,19.5,18.875,19.875,19.75,18.375,19.875,18.75,18.0,19.5,18.875,19.875,18.625,19.875,18.75,19.625,20.0,18.875,20.0,18.875,18.625,19.875,18.75,19.625,0.203125,8
gemma3-1b-pt,alias,pair_29,-1.625,1.0,-1.75,0.875,-1.0,1.375,-0.125,2.125,1.625,-1.0,1.75,-0.875,-1.0,1.375,-0.125,2.125,1.625,-1.0,1.75,-0.875,-1.0,1.375,-0.125,2.125,19.5,18.375,19.875,18.75,19.5,18.25,19.25,17.875,7.59375,7.625,7.8125,7.78125,7.59375,7.625,7.53125,7.65625,17.875,19.375,18.125,19.625,19.5,18.25,19.25,17.875,17.875,19.375,18.125,19.625,18.5,19.625,19.125,20.0,19.5,18.375,19.875,18.75,18.5,19.625,19.125,20.0,0.484375,8
gemma3-1b-pt,alias,pair_30,-0.375,1.75,-0.5,1.75,-0.5,1.125,-1.125,1.0,0.375,-1.75,0.5,-1.75,-0.5,1.125,-1.125,1.0,0.375,-1.75,0.5,-1.75,-0.5,1.125,-1.125,1.0,19.125,18.375,19.25,18.25,19.25,18.5,19.375,18.625,7.3125,7.46875,7.5,7.5625,7.125,7.28125,7.34375,7.4375,18.75,20.125,18.75,20.0,19.25,18.5,19.375,18.625,18.75,20.125,18.75,20.0,18.75,19.625,18.25,19.625,19.125,18.375,19.25,18.25,18.75,19.625,18.25,19.625,-0.265625,8
gemma3-1b-pt,alias,pair_31,-2.0,0.5,-1.125,1.25,0.0,1.625,-0.75,1.0,2.0,-0.5,1.125,-1.25,0.0,1.625,-0.75,1.0,2.0,-0.5,1.125,-1.25,0.0,1.625,-0.75,1.0,20.125,19.375,19.875,18.75,19.0,18.25,19.75,18.875,6.90625,7.09375,7.125,7.1875,6.4375,6.4375,6.4375,6.53125,18.125,19.875,18.75,20.0,19.0,18.25,19.75,18.875,18.125,19.875,18.75,20.0,19.0,19.875,19.0,19.875,20.125,19.375,19.875,18.75,19.0,19.875,19.0,19.875,0.40625,8
gemma3-1b-pt,alias,pair_32,-2.25,0.0,-0.875,0.875,-0.125,1.375,-0.125,2.0,2.25,-0.0,0.875,-0.875,-0.125,1.375,-0.125,2.0,2.25,-0.0,0.875,-0.875,-0.125,1.375,-0.125,2.0,20.625,19.875,20.5,19.625,20.25,19.375,20.25,19.0,7.84375,7.875,7.875,7.90625,7.5,7.40625,7.84375,7.75,18.375,19.875,19.625,20.5,20.25,19.375,20.25,19.0,18.375,19.875,19.625,20.5,20.125,20.75,20.125,21.0,20.625,19.875,20.5,19.625,20.125,20.75,20.125,21.0,0.671875,8
gemma3-1b-pt,alias,pair_33,-1.875,-0.375,-1.375,0.375,-0.5,1.375,-0.875,0.875,1.875,0.375,1.375,-0.375,-0.5,1.375,-0.875,0.875,1.875,0.375,1.375,-0.375,-0.5,1.375,-0.875,0.875,20.25,19.875,20.25,19.5,19.75,18.5,20.0,19.125,8.0625,8.25,8.375,8.25,8.0625,8.0,7.9375,8.0625,18.375,19.5,18.875,19.875,19.75,18.5,20.0,19.125,18.375,19.5,18.875,19.875,19.25,19.875,19.125,20.0,20.25,19.875,20.25,19.5,19.25,19.875,19.125,20.0,0.515625,8
gemma3-1b-pt,alias,pair_34,-0.25,1.25,-0.625,1.375,0.375,1.375,0.125,1.625,0.25,-1.25,0.625,-1.375,0.375,1.375,0.125,1.625,0.25,-1.25,0.625,-1.375,0.375,1.375,0.125,1.625,18.5,18.0,18.75,18.125,18.875,18.375,18.75,18.125,8.125,8.25,8.0,8.5,7.9375,8.1875,8.0,8.3125,18.25,19.25,18.125,19.5,18.875,18.375,18.75,18.125,18.25,19.25,18.125,19.5,19.25,19.75,18.875,19.75,18.5,18.0,18.75,18.125,19.25,19.75,18.875,19.75,0.21875,8
gemma3-1b-pt,alias,pair_35,-0.75,1.25,-1.0,0.75,0.0,1.125,0.0,1.25,0.75,-1.25,1.0,-0.75,0.0,1.125,0.0,1.25,0.75,-1.25,1.0,-0.75,0.0,1.125,0.0,1.25,19.375,18.125,19.625,18.625,19.5,18.625,19.25,18.625,7.34375,7.5,7.34375,7.46875,7.4375,7.46875,7.5625,7.75,18.625,19.375,18.625,19.375,19.5,18.625,19.25,18.625,18.625,19.375,18.625,19.375,19.5,19.75,19.25,19.875,19.375,18.125,19.625,18.625,19.5,19.75,19.25,19.875,0.265625,8
gemma3-1b-pt,alias,pair_36,-3.125,-0.25,-1.75,0.25,-0.75,1.375,-0.5,0.875,3.125,0.25,1.75,-0.25,-0.75,1.375,-0.5,0.875,3.125,0.25,1.75,-0.25,-0.75,1.375,-0.5,0.875,20.625,19.75,20.5,19.875,20.0,18.625,20.125,19.25,7.875,8.125,8.3125,8.5,8.0625,8.25,8.1875,8.4375,17.5,19.5,18.75,20.125,20.0,18.625,20.125,19.25,17.5,19.5,18.75,20.125,19.25,20.0,19.625,20.125,20.625,19.75,20.5,19.875,19.25,20.0,19.625,20.125,0.734375,8
gemma3-1b-pt,alias,pair_37,-2.5,0.75,-1.0,1.25,0.125,1.75,-0.875,0.625,2.5,-0.75,1.0,-1.25,0.125,1.75,-0.875,0.625,2.5,-0.75,1.0,-1.25,0.125,1.75,-0.875,0.625,20.375,19.125,19.875,18.875,19.125,18.125,19.75,19.125,7.8125,7.53125,7.8125,7.84375,7.03125,7.0625,7.21875,7.09375,17.875,19.875,18.875,20.125,19.125,18.125,19.75,19.125,17.875,19.875,18.875,20.125,19.25,19.875,18.875,19.75,20.375,19.125,19.875,18.875,19.25,19.875,18.875,19.75,0.390625,8
gemma3-1b-pt,alias,pair_38,-0.25,0.875,0.0,1.25,0.375,1.875,-0.25,1.375,0.25,-0.875,-0.0,-1.25,0.375,1.875,-0.25,1.375,0.25,-0.875,-0.0,-1.25,0.375,1.875,-0.25,1.375,19.75,19.375,20.0,19.375,19.5,18.625,20.0,19.375,7.8125,8.0625,8.0625,8.1875,7.78125,8.0,7.96875,8.1875,19.5,20.25,20.0,20.625,19.5,18.625,20.0,19.375,19.5,20.25,20.0,20.625,19.875,20.5,19.75,20.75,19.75,19.375,20.0,19.375,19.875,20.5,19.75,20.75,0.1875,8
gemma3-1b-pt,alias,pair_39,-1.625,-0.125,-1.5,0.125,-0.125,1.125,0.0,1.375,1.625,0.125,1.5,-0.125,-0.125,1.125,0.0,1.375,1.625,0.125,1.5,-0.125,-0.125,1.125,0.0,1.375,20.375,19.875,20.5,19.875,19.5,18.875,19.375,18.5,7.25,7.15625,7.4375,7.40625,7.0,6.84375,7.09375,7.03125,18.75,19.75,19.0,20.0,19.5,18.875,19.375,18.5,18.75,19.75,19.0,20.0,19.375,20.0,19.375,19.875,20.375,19.875,20.5,19.875,19.375,20.0,19.375,19.875,0.6875,8
gemma3-1b-pt,alias,pair_40,-2.0,0.75,-0.625,1.5,0.25,1.75,-0.125,1.125,2.0,-0.75,0.625,-1.5,0.25,1.75,-0.125,1.125,2.0,-0.75,0.625,-1.5,0.25,1.75,-0.125,1.125,20.25,19.25,19.875,18.875,19.25,18.5,19.75,19.125,7.1875,7.5,7.59375,8.0,7.15625,7.3125,7.15625,7.25,18.25,20.0,19.25,20.375,19.25,18.5,19.75,19.125,18.25,20.0,19.25,20.375,19.5,20.25,19.625,20.25,20.25,19.25,19.875,18.875,19.5,20.25,19.625,20.25,0.421875,8
