model,condition,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=alt_reactive|do=stable_first|bo=alt_first,logit_alt__sr=alt_reactive|do=stable_first|bo=dep_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=dep_reactive|do=stable_first|bo=alt_first,logit_alt__sr=dep_reactive|do=stable_first|bo=dep_first,logit_close__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_close__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_close__sr=alt_reactive|do=stable_first|bo=alt_first,logit_close__sr=alt_reactive|do=stable_first|bo=dep_first,logit_close__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_close__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_close__sr=dep_reactive|do=stable_first|bo=alt_first,logit_close__sr=dep_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=dep_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=alt_reactive|do=stable_first|bo=alt_first,logit_dep__sr=alt_reactive|do=stable_first|bo=dep_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=dep_reactive|do=stable_first|bo=alt_first,logit_dep__sr=dep_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=dep_first,mean_LD_stateform_pair,n_cells
llama3.2-1b,subscribe,pair_25,-4.375,-2.25,-2.5,-0.625,-0.25,2.375,-0.25,1.5,4.375,2.25,2.5,0.625,-0.25,2.375,-0.25,1.5,4.375,2.25,2.5,0.625,-0.25,2.375,-0.25,1.5,25.5,24.875,25.375,24.5,24.625,22.625,24.375,23.25,11.5,11.4375,11.875,11.4375,11.6875,11.1875,11.75,11.5625,21.125,22.625,22.875,23.875,24.625,22.625,24.375,23.25,21.125,22.625,22.875,23.875,24.375,25.0,24.125,24.75,25.5,24.875,25.375,24.5,24.375,25.0,24.125,24.75,1.640625,8
llama3.2-1b,subscribe,pair_26,-4.5,-1.875,-2.125,-0.625,-0.625,2.0,-2.0,1.25,4.5,1.875,2.125,0.625,-0.625,2.0,-2.0,1.25,4.5,1.875,2.125,0.625,-0.625,2.0,-2.0,1.25,26.25,25.75,26.375,25.625,25.0,22.875,26.125,24.125,12.3125,12.5,12.8125,12.75,12.0,11.5,12.25,11.875,21.75,23.875,24.25,25.0,25.0,22.875,26.125,24.125,21.75,23.875,24.25,25.0,24.375,24.875,24.125,25.375,26.25,25.75,26.375,25.625,24.375,24.875,24.125,25.375,1.21875,8
llama3.2-1b,subscribe,pair_27,-2.625,0.5,-0.75,1.625,1.25,3.625,0.125,2.75,2.625,-0.5,0.75,-1.625,1.25,3.625,0.125,2.75,2.625,-0.5,0.75,-1.625,1.25,3.625,0.125,2.75,25.75,25.0,25.5,24.25,24.625,22.5,25.25,23.625,11.625,11.125,11.75,11.0,11.5625,11.0625,11.75,11.5625,23.125,25.5,24.75,25.875,24.625,22.5,25.25,23.625,23.125,25.5,24.75,25.875,25.875,26.125,25.375,26.375,25.75,25.0,25.5,24.25,25.875,26.125,25.375,26.375,1.125,8
llama3.2-1b,subscribe,pair_28,-3.5,-0.75,-2.25,0.5,0.25,3.875,-1.25,1.625,3.5,0.75,2.25,-0.5,0.25,3.875,-1.25,1.625,3.5,0.75,2.25,-0.5,0.25,3.875,-1.25,1.625,26.125,25.625,26.125,25.25,24.75,22.25,25.75,24.75,12.125,12.3125,12.5625,12.625,12.1875,12.125,12.1875,12.625,22.625,24.875,23.875,25.75,24.75,22.25,25.75,24.75,22.625,24.875,23.875,25.75,25.0,26.125,24.5,26.375,26.125,25.625,26.125,25.25,25.0,26.125,24.5,26.375,1.3125,8
llama3.2-1b,subscribe,pair_29,-2.375,0.25,-2.0,0.875,0.375,2.625,0.375,2.125,2.375,-0.25,2.0,-0.875,0.375,2.625,0.375,2.125,2.375,-0.25,2.0,-0.875,0.375,2.625,0.375,2.125,26.0,25.125,26.125,24.75,24.875,23.375,24.875,24.125,11.625,11.6875,11.875,11.75,11.5,11.375,11.75,11.8125,23.625,25.375,24.125,25.625,24.875,23.375,24.875,24.125,23.625,25.375,24.125,25.625,25.25,26.0,25.25,26.25,26.0,25.125,26.125,24.75,25.25,26.0,25.25,26.25,1.09375,8
llama3.2-1b,subscribe,pair_30,-3.0,0.125,-1.625,1.75,1.25,3.625,-0.25,2.375,3.0,-0.125,1.625,-1.75,1.25,3.625,-0.25,2.375,3.0,-0.125,1.625,-1.75,1.25,3.625,-0.25,2.375,26.25,25.375,26.5,24.625,24.125,22.125,25.125,23.625,12.125,12.1875,12.375,12.0625,11.9375,11.875,12.25,12.1875,23.25,25.5,24.875,26.375,24.125,22.125,25.125,23.625,23.25,25.5,24.875,26.375,25.375,25.75,24.875,26.0,26.25,25.375,26.5,24.625,25.375,25.75,24.875,26.0,1.21875,8
llama3.2-1b,subscribe,pair_31,-3.875,0.5,-1.75,2.25,0.625,3.75,0.0,2.875,3.875,-0.5,1.75,-2.25,0.625,3.75,0.0,2.875,3.875,-0.5,1.75,-2.25,0.625,3.75,0.0,2.875,25.75,24.25,25.5,23.0,23.0,20.25,23.5,21.375,11.1875,11.3125,11.625,11.3125,10.875,10.75,11.0625,10.9375,21.875,24.75,23.75,25.25,23.0,20.25,23.5,21.375,21.875,24.75,23.75,25.25,23.625,24.0,23.5,24.25,25.75,24.25,25.5,23.0,23.625,24.0,23.5,24.25,1.265625,8
llama3.2-1b,subscribe,pair_32,-2.0,-0.25,-1.375,0.375,-0.25,1.5,0.125,1.75,2.0,0.25,1.375,-0.375,-0.25,1.5,0.125,1.75,2.0,0.25,1.375,-0.375,-0.25,1.5,0.125,1.75,25.875,25.375,25.875,25.25,24.875,23.625,24.75,23.75,12.125,12.1875,12.5625,12.375,11.8125,11.75,11.75,11.6875,23.875,25.125,24.5,25.625,24.875,23.625,24.75,23.75,23.875,25.125,24.5,25.625,24.625,25.125,24.875,25.5,25.875,25.375,25.875,25.25,24.625,25.125,24.875,25.5,0.796875,8
llama3.2-1b,subscribe,pair_33,-4.125,-1.75,-3.0,-0.875,-0.625,2.25,-1.5,1.25,4.125,1.75,3.0,0.875,-0.625,2.25,-1.5,1.25,4.125,1.75,3.0,0.875,-0.625,2.25,-1.5,1.25,25.875,25.625,26.25,25.75,25.375,23.5,26.0,24.875,12.0625,12.125,12.1875,12.125,12.0,11.625,12.375,12.125,21.75,23.875,23.25,24.875,25.375,23.5,26.0,24.875,21.75,23.875,23.25,24.875,24.75,25.75,24.5,26.125,25.875,25.625,26.25,25.75,24.75,25.75,24.5,26.125,1.390625,8
llama3.2-1b,subscribe,pair_34,-2.75,0.125,-1.375,0.75,0.625,2.875,0.25,2.25,2.75,-0.125,1.375,-0.75,0.625,2.875,0.25,2.25,2.75,-0.125,1.375,-0.75,0.625,2.875,0.25,2.25,25.0,24.125,25.125,24.0,24.125,22.25,24.125,22.875,11.5625,11.3125,11.75,11.375,11.0,10.6875,11.125,10.875,22.25,24.25,23.75,24.75,24.125,22.25,24.125,22.875,22.25,24.25,23.75,24.75,24.75,25.125,24.375,25.125,25.0,24.125,25.125,24.0,24.75,25.125,24.375,25.125,1.15625,8
llama3.2-1b,subscribe,pair_35,-3.25,-1.25,-1.5,-0.125,0.25,2.75,-0.375,2.125,3.25,1.25,1.5,0.125,0.25,2.75,-0.375,2.125,3.25,1.25,1.5,0.125,0.25,2.75,-0.375,2.125,25.25,24.75,25.125,24.375,24.5,22.375,25.0,23.375,12.0,12.125,12.4375,12.25,12.3125,12.25,12.1875,12.5,22.0,23.5,23.625,24.25,24.5,22.375,25.0,23.375,22.0,23.5,23.625,24.25,24.75,25.125,24.625,25.5,25.25,24.75,25.125,24.375,24.75,25.125,24.625,25.5,1.359375,8
llama3.2-1b,subscribe,pair_36,-4.125,-0.125,-2.5,1.0,-0.25,2.625,-0.625,2.0,4.125,0.125,2.5,-1.0,-0.25,2.625,-0.625,2.0,4.125,0.125,2.5,-1.0,-0.25,2.625,-0.625,2.0,26.0,24.75,26.125,24.0,23.875,21.375,23.75,22.0,11.3125,11.1875,11.625,10.875,10.4375,9.9375,10.5,10.1875,21.875,24.625,23.625,25.0,23.875,21.375,23.75,22.0,21.875,24.625,23.625,25.0,23.625,24.0,23.125,24.0,26.0,24.75,26.125,24.0,23.625,24.0,23.125,24.0,1.1875,8
llama3.2-1b,subscribe,pair_37,-4.5,-0.5,-2.25,0.5,0.375,3.0,-1.25,2.0,4.5,0.5,2.25,-0.5,0.375,3.0,-1.25,2.0,4.5,0.5,2.25,-0.5,0.375,3.0,-1.25,2.0,25.875,24.875,26.125,24.625,23.875,21.5,25.0,23.0,12.125,12.375,12.3125,12.375,11.5,11.5625,11.625,11.6875,21.375,24.375,23.875,25.125,23.875,21.5,25.0,23.0,21.375,24.375,23.875,25.125,24.25,24.5,23.75,25.0,25.875,24.875,26.125,24.625,24.25,24.5,23.75,25.0,1.359375,8
llama3.2-1b,subscribe,pair_38,-3.375,-1.375,-1.75,0.5,0.375,2.875,-0.625,1.5,3.375,1.375,1.75,-0.5,0.375,2.875,-0.625,1.5,3.375,1.375,1.75,-0.5,0.375,2.875,-0.625,1.5,25.875,25.375,25.875,24.5,24.5,22.375,25.5,24.125,11.5625,11.5,11.75,11.4375,11.5,11.25,11.5625,11.5,22.5,24.0,24.125,25.0,24.5,22.375,25.5,24.125,22.5,24.0,24.125,25.0,24.875,25.25,24.875,25.625,25.875,25.375,25.875,24.5,24.875,25.25,24.875,25.625,1.265625,8
llama3.2-1b,subscribe,pair_39,-3.125,-2.625,-2.0,-1.625,0.0,1.25,-0.25,1.25,3.125,2.625,2.0,1.625,0.0,1.25,-0.25,1.25,3.125,2.625,2.0,1.625,0.0,1.25,-0.25,1.25,26.0,26.0,26.25,25.875,23.75,22.625,24.0,22.75,12.125,12.1875,12.4375,12.1875,11.4375,11.375,11.3125,11.4375,22.875,23.375,24.25,24.25,23.75,22.625,24.0,22.75,22.875,23.375,24.25,24.25,23.75,23.875,23.75,24.0,26.0,26.0,26.25,25.875,23.75,23.875,23.75,24.0,1.453125,8
llama3.2-1b,subscribe,pair_40,-3.375,0.125,-1.125,1.25,1.25,4.375,0.875,4.0,3.375,-0.125,1.125,-1.25,1.25,4.375,0.875,4.0,3.375,-0.125,1.125,-1.25,1.25,4.375,0.875,4.0,25.5,24.625,25.375,24.125,22.875,20.125,23.125,20.875,11.6875,12.0,12.3125,12.1875,11.6875,11.375,11.6875,11.375,22.125,24.75,24.25,25.375,22.875,20.125,23.125,20.875,22.125,24.75,24.25,25.375,24.125,24.5,24.0,24.875,25.5,24.625,25.375,24.125,24.125,24.5,24.0,24.875,1.703125,8
llama3.2-1b,subscribe,pair_41,-4.125,-0.75,-2.625,0.375,-0.375,3.375,-1.375,1.625,4.125,0.75,2.625,-0.375,-0.375,3.375,-1.375,1.625,4.125,0.75,2.625,-0.375,-0.375,3.375,-1.375,1.625,25.5,24.75,25.75,24.625,25.0,22.375,25.25,24.125,11.75,12.0,12.1875,12.125,11.75,11.8125,12.0625,12.125,21.375,24.0,23.125,25.0,25.0,22.375,25.25,24.125,21.375,24.0,23.125,25.0,24.625,25.75,23.875,25.75,25.5,24.75,25.75,24.625,24.625,25.75,23.875,25.75,1.296875,8
llama3.2-1b,subscribe,pair_42,-3.125,0.25,-1.375,1.125,0.0,2.25,-0.625,1.875,3.125,-0.25,1.375,-1.125,0.0,2.25,-0.625,1.875,3.125,-0.25,1.375,-1.125,0.0,2.25,-0.625,1.875,25.25,24.125,25.25,23.625,24.0,22.0,24.25,22.5,11.6875,11.875,12.0,11.75,11.4375,11.375,11.4375,11.4375,22.125,24.375,23.875,24.75,24.0,22.0,24.25,22.5,22.125,24.375,23.875,24.75,24.0,24.25,23.625,24.375,25.25,24.125,25.25,23.625,24.0,24.25,23.625,24.375,0.828125,8
llama3.2-1b,subscribe,pair_43,-2.75,0.125,-1.875,0.75,1.125,3.5,0.125,2.375,2.75,-0.125,1.875,-0.75,1.125,3.5,0.125,2.375,2.75,-0.125,1.875,-0.75,1.125,3.5,0.125,2.375,26.5,25.875,26.75,25.5,25.25,23.0,26.0,24.375,11.625,11.1875,11.75,11.0625,11.3125,11.0,11.375,11.3125,23.75,26.0,24.875,26.25,25.25,23.0,26.0,24.375,23.75,26.0,24.875,26.25,26.375,26.5,26.125,26.75,26.5,25.875,26.75,25.5,26.375,26.5,26.125,26.75,1.359375,8
llama3.2-1b,subscribe,pair_44,-3.75,-0.125,-2.0,1.625,0.5,3.0,0.125,2.125,3.75,0.125,2.0,-1.625,0.5,3.0,0.125,2.125,3.75,0.125,2.0,-1.625,0.5,3.0,0.125,2.125,26.5,25.625,26.625,24.75,24.5,22.625,24.625,23.625,11.6875,11.8125,11.875,11.625,11.4375,11.3125,11.75,11.75,22.75,25.5,24.625,26.375,24.5,22.625,24.625,23.625,22.75,25.5,24.625,26.375,25.0,25.625,24.75,25.75,26.5,25.625,26.625,24.75,25.0,25.625,24.75,25.75,1.25,8
llama3.2-1b,subscribe,pair_45,-1.125,1.375,-0.5,2.375,2.0,4.625,1.25,3.25,1.125,-1.375,0.5,-2.375,2.0,4.625,1.25,3.25,1.125,-1.375,0.5,-2.375,2.0,4.625,1.25,3.25,25.75,24.625,25.75,24.125,23.625,21.625,24.25,23.25,11.5,11.75,11.875,11.8125,11.5625,11.5625,11.8125,11.875,24.625,26.0,25.25,26.5,23.625,21.625,24.25,23.25,24.625,26.0,25.25,26.5,25.625,26.25,25.5,26.5,25.75,24.625,25.75,24.125,25.625,26.25,25.5,26.5,1.125,8
llama3.2-1b,useEffect,pair_01,-1.75,0.5,-1.375,0.875,0.125,2.25,-0.25,1.5,1.75,-0.5,1.375,-0.875,0.125,2.25,-0.25,1.5,1.75,-0.5,1.375,-0.875,0.125,2.25,-0.25,1.5,27.125,26.0,27.25,26.0,25.75,24.125,26.125,24.875,12.5,12.625,12.875,12.875,12.3125,12.375,12.125,12.125,25.375,26.5,25.875,26.875,25.75,24.125,26.125,24.875,25.375,26.5,25.875,26.875,25.875,26.375,25.875,26.375,27.125,26.0,27.25,26.0,25.875,26.375,25.875,26.375,0.671875,8
llama3.2-1b,useEffect,pair_02,-2.0,0.75,-1.125,2.625,1.0,4.0,-0.25,2.875,2.0,-0.75,1.125,-2.625,1.0,4.0,-0.25,2.875,2.0,-0.75,1.125,-2.625,1.0,4.0,-0.25,2.875,26.75,25.75,26.75,24.5,24.75,22.5,25.375,23.625,12.3125,12.4375,12.5,12.4375,12.375,12.25,12.625,12.375,24.75,26.5,25.625,27.125,24.75,22.5,25.375,23.625,24.75,26.5,25.625,27.125,25.75,26.5,25.125,26.5,26.75,25.75,26.75,24.5,25.75,26.5,25.125,26.5,0.921875,8
llama3.2-1b,useEffect,pair_03,-1.5,0.875,-0.25,1.25,2.0,3.625,1.375,3.0,1.5,-0.875,0.25,-1.25,2.0,3.625,1.375,3.0,1.5,-0.875,0.25,-1.25,2.0,3.625,1.375,3.0,26.25,25.375,26.0,25.125,24.875,23.5,25.25,24.0,13.5625,13.4375,13.5625,13.4375,13.625,13.5,13.6875,13.625,24.75,26.25,25.75,26.375,24.875,23.5,25.25,24.0,24.75,26.25,25.75,26.375,26.875,27.125,26.625,27.0,26.25,25.375,26.0,25.125,26.875,27.125,26.625,27.0,1.203125,8
llama3.2-1b,useEffect,pair_04,-3.125,-0.125,-1.375,1.125,0.75,2.875,0.25,2.25,3.125,0.125,1.375,-1.125,0.75,2.875,0.25,2.25,3.125,0.125,1.375,-1.125,0.75,2.875,0.25,2.25,26.5,26.0,26.25,25.25,25.75,24.25,25.875,24.875,12.625,12.4375,12.5625,12.25,12.5,12.375,12.8125,12.6875,23.375,25.875,24.875,26.375,25.75,24.25,25.875,24.875,23.375,25.875,24.875,26.375,26.5,27.125,26.125,27.125,26.5,26.0,26.25,25.25,26.5,27.125,26.125,27.125,1.203125,8
llama3.2-1b,useEffect,pair_05,-1.75,0.125,-1.0,0.875,0.625,3.0,0.0,2.0,1.75,-0.125,1.0,-0.875,0.625,3.0,0.0,2.0,1.75,-0.125,1.0,-0.875,0.625,3.0,0.0,2.0,26.625,26.0,26.5,25.625,25.625,24.0,25.875,24.75,13.5625,13.4375,13.6875,13.5,13.0,12.75,13.0625,12.9375,24.875,26.125,25.5,26.5,25.625,24.0,25.875,24.75,24.875,26.125,25.5,26.5,26.25,27.0,25.875,26.75,26.625,26.0,26.5,25.625,26.25,27.0,25.875,26.75,0.921875,8
llama3.2-1b,useEffect,pair_06,-3.0,-0.375,-1.75,0.5,0.5,3.75,-0.5,2.75,3.0,0.375,1.75,-0.5,0.5,3.75,-0.5,2.75,3.0,0.375,1.75,-0.5,0.5,3.75,-0.5,2.75,26.625,25.875,26.25,25.125,25.25,22.75,25.75,23.75,13.0625,13.0625,13.3125,13.125,12.875,12.6875,12.875,12.875,23.625,25.5,24.5,25.625,25.25,22.75,25.75,23.75,23.625,25.5,24.5,25.625,25.75,26.5,25.25,26.5,26.625,25.875,26.25,25.125,25.75,26.5,25.25,26.5,1.390625,8
llama3.2-1b,useEffect,pair_07,-3.25,0.125,-2.125,0.625,-0.625,2.625,-1.0,1.625,3.25,-0.125,2.125,-0.625,-0.625,2.625,-1.0,1.625,3.25,-0.125,2.125,-0.625,-0.625,2.625,-1.0,1.625,27.125,25.75,27.125,25.375,26.0,23.375,26.25,24.5,13.1875,13.3125,13.3125,13.1875,12.4375,12.625,12.5625,12.5625,23.875,25.875,25.0,26.0,26.0,23.375,26.25,24.5,23.875,25.875,25.0,26.0,25.375,26.0,25.25,26.125,27.125,25.75,27.125,25.375,25.375,26.0,25.25,26.125,0.90625,8
llama3.2-1b,useEffect,pair_08,-4.0,-0.5,-2.75,0.25,-0.25,2.625,-1.625,1.25,4.0,0.5,2.75,-0.25,-0.25,2.625,-1.625,1.25,4.0,0.5,2.75,-0.25,-0.25,2.625,-1.625,1.25,27.0,26.0,26.875,25.625,25.25,23.25,25.875,24.5,13.6875,13.25,13.6875,13.125,12.25,11.75,12.6875,12.125,23.0,25.5,24.125,25.875,25.25,23.25,25.875,24.5,23.0,25.5,24.125,25.875,25.0,25.875,24.25,25.75,27.0,26.0,26.875,25.625,25.0,25.875,24.25,25.75,1.125,8
llama3.2-1b,useEffect,pair_09,-3.625,0.375,-2.125,1.75,0.25,2.875,-0.625,1.875,3.625,-0.375,2.125,-1.75,0.25,2.875,-0.625,1.875,3.625,-0.375,2.125,-1.75,0.25,2.875,-0.625,1.875,27.25,26.0,27.25,24.75,25.5,23.5,25.625,24.375,12.25,12.125,12.4375,12.0625,11.625,11.4375,11.9375,11.75,23.625,26.375,25.125,26.5,25.5,23.5,25.625,24.375,23.625,26.375,25.125,26.5,25.75,26.375,25.0,26.25,27.25,26.0,27.25,24.75,25.75,26.375,25.0,26.25,1.0,8
llama3.2-1b,useEffect,pair_10,-2.875,-1.0,-1.75,-0.5,0.25,2.75,-0.625,1.875,2.875,1.0,1.75,0.5,0.25,2.75,-0.625,1.875,2.875,1.0,1.75,0.5,0.25,2.75,-0.625,1.875,26.875,26.625,26.75,26.25,24.75,22.875,25.125,23.875,13.0625,12.875,13.1875,12.8125,12.3125,12.375,12.5,12.375,24.0,25.625,25.0,25.75,24.75,22.875,25.125,23.875,24.0,25.625,25.0,25.75,25.0,25.625,24.5,25.75,26.875,26.625,26.75,26.25,25.0,25.625,24.5,25.75,1.296875,8
llama3.2-1b,useEffect,pair_11,-1.875,-0.5,-0.75,0.375,1.5,3.0,1.375,3.125,1.875,0.5,0.75,-0.375,1.5,3.0,1.375,3.125,1.875,0.5,0.75,-0.375,1.5,3.0,1.375,3.125,26.25,25.875,26.0,25.375,25.25,24.0,25.25,23.875,12.875,12.6875,13.0625,12.875,12.875,12.6875,13.0,12.875,24.375,25.375,25.25,25.75,25.25,24.0,25.25,23.875,24.375,25.375,25.25,25.75,26.75,27.0,26.625,27.0,26.25,25.875,26.0,25.375,26.75,27.0,26.625,27.0,1.46875,8
llama3.2-1b,useEffect,pair_12,-2.5,0.5,-0.75,1.625,0.5,3.5,0.25,2.625,2.5,-0.5,0.75,-1.625,0.5,3.5,0.25,2.625,2.5,-0.5,0.75,-1.625,0.5,3.5,0.25,2.625,25.75,24.875,25.625,24.125,25.0,22.375,24.875,23.125,13.25,13.125,13.125,12.875,12.625,12.5,12.6875,12.5,23.25,25.375,24.875,25.75,25.0,22.375,24.875,23.125,23.25,25.375,24.875,25.75,25.5,25.875,25.125,25.75,25.75,24.875,25.625,24.125,25.5,25.875,25.125,25.75,1.0,8
llama3.2-1b,useEffect,pair_13,-2.5,0.375,-1.375,1.125,0.625,3.125,-0.5,2.125,2.5,-0.375,1.375,-1.125,0.625,3.125,-0.5,2.125,2.5,-0.375,1.375,-1.125,0.625,3.125,-0.5,2.125,27.125,26.25,27.0,25.875,25.875,24.125,26.625,25.25,13.375,12.6875,13.375,12.6875,13.1875,12.5,13.3125,12.6875,24.625,26.625,25.625,27.0,25.875,24.125,26.625,25.25,24.625,26.625,25.625,27.0,26.5,27.25,26.125,27.375,27.125,26.25,27.0,25.875,26.5,27.25,26.125,27.375,0.96875,8
llama3.2-1b,useEffect,pair_14,-2.5,-0.75,-2.0,0.0,0.125,2.125,-0.625,1.125,2.5,0.75,2.0,-0.0,0.125,2.125,-0.625,1.125,2.5,0.75,2.0,-0.0,0.125,2.125,-0.625,1.125,27.25,26.875,27.375,26.375,26.375,25.0,26.875,26.125,13.0625,13.0625,13.25,13.25,13.25,13.25,13.3125,13.3125,24.75,26.125,25.375,26.375,26.375,25.0,26.875,26.125,24.75,26.125,25.375,26.375,26.5,27.125,26.25,27.25,27.25,26.875,27.375,26.375,26.5,27.125,26.25,27.25,1.0,8
llama3.2-1b,useEffect,pair_15,-1.375,0.875,-0.875,1.5,1.25,2.75,1.375,2.75,1.375,-0.875,0.875,-1.5,1.25,2.75,1.375,2.75,1.375,-0.875,0.875,-1.5,1.25,2.75,1.375,2.75,26.625,25.625,26.875,25.5,25.0,23.75,24.75,23.75,13.0625,12.8125,13.3125,13.0,12.125,12.25,12.1875,12.3125,25.25,26.5,26.0,27.0,25.0,23.75,24.75,23.75,25.25,26.5,26.0,27.0,26.25,26.5,26.125,26.5,26.625,25.625,26.875,25.5,26.25,26.5,26.125,26.5,1.0,8
llama3.2-1b,useEffect,pair_16,-3.0,0.125,-2.5,0.75,0.25,2.625,0.125,2.375,3.0,-0.125,2.5,-0.75,0.25,2.625,0.125,2.375,3.0,-0.125,2.5,-0.75,0.25,2.625,0.125,2.375,27.125,26.125,27.25,25.875,25.5,23.625,25.375,23.75,11.9375,11.75,12.25,11.9375,11.25,10.875,10.875,10.875,24.125,26.25,24.75,26.625,25.5,23.625,25.375,23.75,24.125,26.25,24.75,26.625,25.75,26.25,25.5,26.125,27.125,26.125,27.25,25.875,25.75,26.25,25.5,26.125,1.25,8
llama3.2-1b,useEffect,pair_17,-2.5,-0.5,-2.0,0.125,1.25,3.5,0.875,3.0,2.5,0.5,2.0,-0.125,1.25,3.5,0.875,3.0,2.5,0.5,2.0,-0.125,1.25,3.5,0.875,3.0,26.625,26.125,26.75,26.0,25.125,23.375,25.375,24.0,11.875,11.9375,12.25,12.125,12.4375,12.25,12.5625,12.375,24.125,25.625,24.75,26.125,25.125,23.375,25.375,24.0,24.125,25.625,24.75,26.125,26.375,26.875,26.25,27.0,26.625,26.125,26.75,26.0,26.375,26.875,26.25,27.0,1.6875,8
llama3.2-1b,useEffect,pair_18,-2.625,0.375,-1.375,2.25,0.125,2.625,-1.25,1.75,2.625,-0.375,1.375,-2.25,0.125,2.625,-1.25,1.75,2.625,-0.375,1.375,-2.25,0.125,2.625,-1.25,1.75,27.0,26.25,26.875,25.125,25.875,24.125,26.25,25.125,13.1875,13.125,13.25,13.0,12.875,12.5625,13.0625,12.9375,24.375,26.625,25.5,27.375,25.875,24.125,26.25,25.125,24.375,26.625,25.5,27.375,26.0,26.75,25.0,26.875,27.0,26.25,26.875,25.125,26.0,26.75,25.0,26.875,0.578125,8
llama3.2-1b,useEffect,pair_19,-1.75,1.125,-0.25,1.875,1.375,4.125,0.75,3.25,1.75,-1.125,0.25,-1.875,1.375,4.125,0.75,3.25,1.75,-1.125,0.25,-1.875,1.375,4.125,0.75,3.25,25.875,24.875,25.5,24.125,25.125,22.875,25.25,23.625,12.75,12.6875,12.8125,12.625,12.375,12.25,12.4375,12.3125,24.125,26.0,25.25,26.0,25.125,22.875,25.25,23.625,24.125,26.0,25.25,26.0,26.5,27.0,26.0,26.875,25.875,24.875,25.5,24.125,26.5,27.0,26.0,26.875,1.0625,8
