model,condition,sample_id,LD_copy_clean,LD_copy_corrupted,LD_inclusion_clean,LD_inclusion_corrupted,copy_error_clean,copy_error_corrupted,logit_alt_clean,logit_alt_corrupted,logit_close_clean,logit_close_corrupted,logit_dep_clean,logit_dep_corrupted,gap_copy,gap_inclusion
gemma3-1b-pt,alias_ctrl,sub_38,3.000791549682617,-0.4260082244873047,12.882462501525879,11.700665473937988,9.881670951843262,12.126673698425293,17.531949996948242,19.36131477355957,7.6502790451049805,7.234641075134277,20.53274154663086,18.935306549072266,3.426799774169922,1.1817970275878906
gemma3-1b-pt,alias_ctrl,sub_39,2.442201614379883,-0.8689327239990234,13.458625316619873,12.67988109588623,11.01642370223999,13.548813819885254,16.963430404663086,19.53861427307129,5.947006702423096,5.989800453186035,19.40563201904297,18.669681549072266,3.3111343383789062,0.7787442207336426
gemma3-1b-pt,alias_ctrl,sub_40,3.3250160217285156,-0.023502349853515625,13.40230655670166,12.642961025238037,10.077290534973145,12.666463375091553,16.805458068847656,18.98685073852539,6.728167533874512,6.320387363433838,20.130474090576172,18.963348388671875,3.3485183715820312,0.759345531463623
gemma3-1b-pt,alias_ctrl,sub_41,3.5161123275756836,-0.9170379638671875,12.11967420578003,10.557285785675049,8.603561878204346,11.474323749542236,15.700339317321777,18.458711624145508,7.096777439117432,6.9843878746032715,19.21645164489746,17.54167366027832,4.433150291442871,1.5623884201049805
gemma3-1b-pt,alias_ctrl,sub_42,2.952219009399414,-0.8953437805175781,13.781959056854248,12.83327341079712,10.829740047454834,13.728617191314697,16.762531280517578,19.330970764160156,5.932791233062744,5.602353572845459,19.714750289916992,18.435626983642578,3.847562789916992,0.9486856460571289
gemma3-1b-pt,alias_ctrl,sub_43,2.758495330810547,-1.021169662475586,12.028420448303223,10.827682495117188,9.269925117492676,11.848852157592773,16.80489158630371,18.94721031188965,7.534966468811035,7.098358154296875,19.563386917114258,17.926040649414062,3.779664993286133,1.2007379531860352
gemma3-1b-pt,alias_ctrl,sub_44,1.5323867797851562,-3.205965042114258,12.180335998535156,10.037376880645752,10.64794921875,13.24334192276001,17.465009689331055,19.45166015625,6.817060470581055,6.20831823348999,18.99739646911621,16.245695114135742,4.738351821899414,2.1429591178894043
gemma3-1b-pt,alias_ctrl,sub_45,3.1977062225341797,-0.0450592041015625,13.386892318725586,12.362272262573242,10.189186096191406,12.407331466674805,16.52328109741211,18.70848846435547,6.334095001220703,6.301156997680664,19.72098731994629,18.663429260253906,3.242765426635742,1.0246200561523438
gemma3-1b-pt,subscribe,sub_01,3.2474708557128906,-1.3702983856201172,13.272125244140625,11.928155422210693,10.024654388427734,13.29845380783081,17.836261749267578,20.364835739135742,7.811607360839844,7.066381931304932,21.08373260498047,18.994537353515625,4.617769241333008,1.3439698219299316
gemma3-1b-pt,subscribe,sub_02,4.651726722717285,-2.4083423614501953,13.649106979370117,10.50656795501709,8.997380256652832,12.914910316467285,15.695719718933105,19.22440528869629,6.698339462280273,6.309494972229004,20.34744644165039,16.816062927246094,7.0600690841674805,3.1425390243530273
gemma3-1b-pt,subscribe,sub_03,4.236982345581055,-1.6418418884277344,15.111770629882812,13.491445541381836,10.874788284301758,15.13328742980957,16.820484161376953,20.97378158569336,5.945695877075195,5.840494155883789,21.057466506958008,19.331939697265625,5.878824234008789,1.6203250885009766
gemma3-1b-pt,subscribe,sub_04,2.3249435424804688,-1.4059314727783203,11.591351509094238,10.320634841918945,9.26640796661377,11.726566314697266,17.572118759155273,19.676801681518555,8.305710792541504,7.950235366821289,19.897062301635742,18.270870208740234,3.730875015258789,1.270716667175293
