model,condition,sample_id,run_type,dep_str,alt_str,n_tokens,dep_id,alt_id,close_id,logit_dep,logit_alt,logit_close,LD_copy,LD_inclusion,copy_error
llama3.2-1b,alias,sub_32,corrupted,page,min,48,2964,1083,60,24.425607681274414,24.04404067993164,11.479413986206055,0.38156700134277344,12.94619369506836,12.564626693725586
llama3.2-1b,alias_ctrl,sub_32,clean,page,min,59,2964,1083,60,24.92047882080078,22.225385665893555,11.053197860717773,2.6950931549072266,13.867280960083008,11.172187805175781
llama3.2-1b,alias_ctrl,sub_32,corrupted,page,min,59,2964,1083,60,23.662357330322266,23.21672821044922,10.770967483520508,0.4456291198730469,12.891389846801758,12.445760726928711
llama3.2-1b,subscribe,sub_32,clean,page,min,52,2964,1083,60,25.021028518676758,22.937780380249023,11.547344207763672,2.0832481384277344,13.473684310913086,11.390436172485352
llama3.2-1b,subscribe,sub_32,corrupted,page,min,52,2964,1083,60,24.09932518005371,23.82166290283203,11.267064094543457,0.2776622772216797,12.832261085510254,12.554598808288574
llama3.2-1b,useEffect,sub_33,clean,index,val,42,1275,838,60,26.98360824584961,23.13751792907715,12.6986665725708,3.846090316772461,14.284941673278809,10.438851356506348
llama3.2-1b,useEffect,sub_33,corrupted,index,val,42,1275,838,60,23.708473205566406,26.653099060058594,13.402359962463379,-2.9446258544921875,10.306113243103027,13.250739097595215
llama3.2-1b,useLayoutEffect,sub_33,clean,index,val,44,1275,838,60,26.766544342041016,23.122591018676758,13.196751594543457,3.643953323364258,13.569792747497559,9.9258394241333
llama3.2-1b,useLayoutEffect,sub_33,corrupted,index,val,44,1275,838,60,23.693756103515625,26.310394287109375,13.73117733001709,-2.61663818359375,9.962578773498535,12.579216957092285
llama3.2-1b,alias,sub_33,clean,index,val,49,1275,838,60,26.24129867553711,23.08485221862793,12.280360221862793,3.1564464569091797,13.960938453674316,10.804491996765137
llama3.2-1b,alias,sub_33,corrupted,index,val,49,1275,838,60,23.69568634033203,25.974288940429688,12.78754711151123,-2.2786026000976562,10.9081392288208,13.186741828918457
llama3.2-1b,alias_ctrl,sub_33,clean,index,val,60,1275,838,60,25.203868865966797,23.920726776123047,11.894949913024902,1.28314208984375,13.308918952941895,12.025776863098145
llama3.2-1b,alias_ctrl,sub_33,corrupted,index,val,60,1275,838,60,23.563749313354492,25.762744903564453,12.258623123168945,-2.198995590209961,11.305126190185547,13.504121780395508
llama3.2-1b,subscribe,sub_33,clean,index,val,53,1275,838,60,25.131805419921875,24.46238136291504,11.945043563842773,0.6694240570068359,13.186761856079102,12.517337799072266
llama3.2-1b,subscribe,sub_33,corrupted,index,val,53,1275,838,60,23.992223739624023,25.705713272094727,12.17973804473877,-1.7134895324707031,11.812485694885254,13.525975227355957
llama3.2-1b,useEffect,sub_34,clean,query,len,42,1663,2963,60,26.68703842163086,22.243961334228516,11.468795776367188,4.443077087402344,15.218242645263672,10.775165557861328
llama3.2-1b,useEffect,sub_34,corrupted,query,len,42,1663,2963,60,24.164243698120117,25.557233810424805,12.425086975097656,-1.3929901123046875,11.739156723022461,13.132146835327148
llama3.2-1b,useLayoutEffect,sub_34,clean,query,len,44,1663,2963,60,26.413066864013672,22.22186279296875,11.687918663024902,4.191204071044922,14.72514820098877,10.533944129943848
llama3.2-1b,useLayoutEffect,sub_34,corrupted,query,len,44,1663,2963,60,23.957719802856445,25.105464935302734,12.613191604614258,-1.147745132446289,11.344528198242188,12.492273330688477
llama3.2-1b,alias,sub_34,clean,query,len,49,1663,2963,60,25.76486587524414,21.882661819458008,11.253049850463867,3.882204055786133,14.511816024780273,10.62961196899414
llama3.2-1b,alias,sub_34,corrupted,query,len,49,1663,2963,60,24.293804168701172,24.273517608642578,11.5576810836792,0.02028656005859375,12.736123085021973,12.715836524963379
llama3.2-1b,alias_ctrl,sub_34,clean,query,len,60,1663,2963,60,25.08641815185547,21.971940994262695,10.82762622833252,3.1144771575927734,14.25879192352295,11.144314765930176
llama3.2-1b,alias_ctrl,sub_34,corrupted,query,len,60,1663,2963,60,23.450395584106445,23.362083435058594,11.04054069519043,0.08831214904785156,12.409854888916016,12.321542739868164
llama3.2-1b,subscribe,sub_34,clean,query,len,53,1663,2963,60,25.28325080871582,22.660137176513672,10.972953796386719,2.6231136322021484,14.310297012329102,11.687183380126953
llama3.2-1b,subscribe,sub_34,corrupted,query,len,53,1663,2963,60,23.894535064697266,23.284482955932617,11.060580253601074,0.6100521087646484,12.833954811096191,12.223902702331543
llama3.2-1b,useEffect,sub_35,clean,tag,max,41,4681,2880,60,26.579849243164062,20.40761375427246,12.630867958068848,6.172235488891602,13.948981285095215,7.776745796203613
llama3.2-1b,useEffect,sub_35,corrupted,tag,max,41,4681,2880,60,23.674240112304688,25.538808822631836,13.597976684570312,-1.8645687103271484,10.076263427734375,11.940832138061523
llama3.2-1b,useLayoutEffect,sub_35,clean,tag,max,43,4681,2880,60,26.57248878479004,20.692729949951172,12.891809463500977,5.879758834838867,13.680679321289062,7.800920486450195
llama3.2-1b,useLayoutEffect,sub_35,corrupted,tag,max,43,4681,2880,60,23.72377586364746,25.467830657958984,13.713333129882812,-1.7440547943115234,10.010442733764648,11.754497528076172
llama3.2-1b,alias,sub_35,clean,tag,max,48,4681,2880,60,25.62816619873047,22.173357009887695,12.522515296936035,3.4548091888427734,13.105650901794434,9.65084171295166
llama3.2-1b,alias,sub_35,corrupted,tag,max,48,4681,2880,60,23.858461380004883,25.233257293701172,13.020042419433594,-1.374795913696289,10.838418960571289,12.213214874267578
llama3.2-1b,alias_ctrl,sub_35,clean,tag,max,59,4681,2880,60,25.075428009033203,21.928138732910156,12.209514617919922,3.147289276123047,12.865913391113281,9.718624114990234
llama3.2-1b,alias_ctrl,sub_35,corrupted,tag,max,59,4681,2880,60,23.578380584716797,24.19059944152832,12.497764587402344,-0.6122188568115234,11.080615997314453,11.692834854125977
llama3.2-1b,subscribe,sub_35,clean,tag,max,52,4681,2880,60,24.847705841064453,22.478302001953125,12.24071979522705,2.369403839111328,12.606986045837402,10.237582206726074
llama3.2-1b,subscribe,sub_35,corrupted,tag,max,52,4681,2880,60,23.947925567626953,24.22962188720703,12.640437126159668,-0.2816963195800781,11.307488441467285,11.589184761047363
llama3.2-1b,useEffect,sub_36,clean,color,base,41,3506,3231,60,25.72418212890625,20.372211456298828,10.374757766723633,5.351970672607422,15.349424362182617,9.997453689575195
llama3.2-1b,useEffect,sub_36,corrupted,color,base,41,3506,3231,60,22.142017364501953,24.54279327392578,11.54232120513916,-2.400775909423828,10.599696159362793,13.000472068786621
llama3.2-1b,useLayoutEffect,sub_36,clean,color,base,43,3506,3231,60,25.495330810546875,20.39804458618164,10.788338661193848,5.097286224365234,14.706992149353027,9.609705924987793
llama3.2-1b,useLayoutEffect,sub_36,corrupted,color,base,43,3506,3231,60,21.933982849121094,24.318220138549805,11.701910972595215,-2.384237289428711,10.232071876525879,12.61630916595459
llama3.2-1b,alias,sub_36,clean,color,base,48,3506,3231,60,24.718624114990234,20.68433380126953,10.091573715209961,4.034290313720703,14.627050399780273,10.59276008605957
llama3.2-1b,alias,sub_36,corrupted,color,base,48,3506,3231,60,22.103008270263672,24.189123153686523,11.142667770385742,-2.0861148834228516,10.96034049987793,13.046455383300781
llama3.2-1b,alias_ctrl,sub_36,clean,color,base,59,3506,3231,60,23.968416213989258,20.414443969726562,9.426410675048828,3.5539722442626953,14.54200553894043,10.988033294677734
llama3.2-1b,alias_ctrl,sub_36,corrupted,color,base,59,3506,3231,60,21.679101943969727,23.295900344848633,10.39323902130127,-1.6167984008789062,11.285862922668457,12.902661323547363
llama3.2-1b,subscribe,sub_36,clean,color,base,52,3506,3231,60,24.328397750854492,21.360990524291992,9.710602760314941,2.9674072265625,14.61779499053955,11.65038776397705
llama3.2-1b,subscribe,sub_36,corrupted,color,base,52,3506,3231,60,22.53120231628418,23.59890365600586,10.616886138916016,-1.0677013397216797,11.914316177368164,12.982017517089844
llama3.2-1b,useEffect,sub_37,clean,title,num,40,2150,2470,60,26.126497268676758,22.393463134765625,12.388001441955566,3.733034133911133,13.738495826721191,10.005461692810059
llama3.2-1b,useEffect,sub_37,corrupted,title,num,40,2150,2470,60,22.07844352722168,25.772520065307617,12.677783966064453,-3.6940765380859375,9.400659561157227,13.094736099243164
llama3.2-1b,useLayoutEffect,sub_37,clean,title,num,42,2150,2470,60,25.957372665405273,22.481327056884766,12.791817665100098,3.476045608520508,13.165555000305176,9.689509391784668
llama3.2-1b,useLayoutEffect,sub_37,corrupted,title,num,42,2150,2470,60,21.98601531982422,25.517635345458984,13.023664474487305,-3.5316200256347656,8.962350845336914,12.49397087097168
llama3.2-1b,alias,sub_37,clean,title,num,47,2150,2470,60,25.597820281982422,22.462444305419922,12.260199546813965,3.1353759765625,13.337620735168457,10.202244758605957
llama3.2-1b,alias,sub_37,corrupted,title,num,47,2150,2470,60,22.74332046508789,25.235363006591797,12.264735221862793,-2.4920425415039062,10.478585243225098,12.970627784729004
llama3.2-1b,alias_ctrl,sub_37,clean,title,num,58,2150,2470,60,24.475505828857422,21.972293853759766,11.751021385192871,2.5032119750976562,12.72448444366455,10.221272468566895
llama3.2-1b,alias_ctrl,sub_37,corrupted,title,num,58,2150,2470,60,22.443674087524414,23.592737197875977,11.60113525390625,-1.1490631103515625,10.842538833618164,11.991601943969727
llama3.2-1b,subscribe,sub_37,clean,title,num,51,2150,2470,60,24.536958694458008,22.558849334716797,12.021049499511719,1.978109359741211,12.515909194946289,10.537799835205078
llama3.2-1b,subscribe,sub_37,corrupted,title,num,51,2150,2470,60,23.333343505859375,23.40117645263672,11.958312034606934,-0.06783294677734375,11.375031471252441,11.442864418029785
llama3.2-1b,useEffect,sub_38,clean,key,ref,42,798,1116,60,26.66112518310547,23.29107666015625,12.415664672851562,3.3700485229492188,14.245460510253906,10.875411987304688
llama3.2-1b,useEffect,sub_38,corrupted,key,ref,42,798,1116,60,24.370040893554688,26.267404556274414,12.919041633605957,-1.8973636627197266,11.45099925994873,13.348362922668457
llama3.2-1b,useLayoutEffect,sub_38,clean,key,ref,44,798,1116,60,26.457332611083984,23.308557510375977,12.72514533996582,3.148775100708008,13.732187271118164,10.583412170410156
llama3.2-1b,useLayoutEffect,sub_38,corrupted,key,ref,44,798,1116,60,24.045047760009766,26.044809341430664,13.15755844116211,-1.9997615814208984,10.887489318847656,12.887250900268555
llama3.2-1b,alias,sub_38,clean,key,ref,49,798,1116,60,25.589847564697266,23.057788848876953,11.925844192504883,2.5320587158203125,13.664003372192383,11.13194465637207
llama3.2-1b,alias,sub_38,corrupted,key,ref,49,798,1116,60,24.144697189331055,25.54511260986328,12.385042190551758,-1.4004154205322266,11.759654998779297,13.160070419311523
llama3.2-1b,alias_ctrl,sub_38,clean,key,ref,60,798,1116,60,24.806560516357422,23.471511840820312,11.581476211547852,1.3350486755371094,13.22508430480957,11.890035629272461
llama3.2-1b,alias_ctrl,sub_38,corrupted,key,ref,60,798,1116,60,24.253652572631836,24.68872833251953,11.740398406982422,-0.4350757598876953,12.513254165649414,12.94832992553711
llama3.2-1b,subscribe,sub_38,clean,key,ref,53,798,1116,60,24.28535270690918,23.505992889404297,11.466375350952148,0.7793598175048828,12.818977355957031,12.039617538452148
llama3.2-1b,subscribe,sub_38,corrupted,key,ref,53,798,1116,60,24.26901626586914,23.459026336669922,11.427311897277832,0.8099899291992188,12.841704368591309,12.03171443939209
llama3.2-1b,useEffect,sub_39,clean,id,min,41,307,1083,60,25.374547958374023,20.553152084350586,11.919380187988281,4.8213958740234375,13.455167770385742,8.633771896362305
llama3.2-1b,useEffect,sub_39,corrupted,id,min,41,307,1083,60,22.61138343811035,24.095182418823242,12.492877006530762,-1.4837989807128906,10.11850643157959,11.60230541229248
llama3.2-1b,useLayoutEffect,sub_39,clean,id,min,43,307,1083,60,25.17375373840332,20.6904354095459,12.281038284301758,4.483318328857422,12.892715454101562,8.40939712524414
llama3.2-1b,useLayoutEffect,sub_39,corrupted,id,min,43,307,1083,60,22.332115173339844,23.5607967376709,12.453397750854492,-1.2286815643310547,9.878717422485352,11.107398986816406
llama3.2-1b,alias,sub_39,clean,id,min,48,307,1083,60,25.166616439819336,22.378459930419922,11.709890365600586,2.788156509399414,13.45672607421875,10.668569564819336
llama3.2-1b,alias,sub_39,corrupted,id,min,48,307,1083,60,23.021930694580078,24.397069931030273,11.946224212646484,-1.3751392364501953,11.075706481933594,12.450845718383789
llama3.2-1b,alias_ctrl,sub_39,clean,id,min,59,307,1083,60,23.934101104736328,21.754690170288086,10.807836532592773,2.179410934448242,13.126264572143555,10.946853637695312
llama3.2-1b,alias_ctrl,sub_39,corrupted,id,min,59,307,1083,60,22.26375961303711,23.19601058959961,10.832674980163574,-0.9322509765625,11.431084632873535,12.363335609436035
llama3.2-1b,subscribe,sub_39,clean,id,min,52,307,1083,60,23.891094207763672,21.94654655456543,10.958468437194824,1.9445476531982422,12.932625770568848,10.988078117370605
llama3.2-1b,subscribe,sub_39,corrupted,id,min,52,307,1083,60,22.622961044311523,23.345272064208984,11.074490547180176,-0.7223110198974609,11.548470497131348,12.270781517028809
llama3.2-1b,useEffect,sub_40,clean,name,cap,41,609,11600,60,25.528671264648438,20.828189849853516,12.619561195373535,4.700481414794922,12.909110069274902,8.20862865447998
llama3.2-1b,useEffect,sub_40,corrupted,name,cap,41,609,11600,60,22.85540771484375,24.324234008789062,12.411982536315918,-1.4688262939453125,10.443425178527832,11.912251472473145
llama3.2-1b,useLayoutEffect,sub_40,clean,name,cap,43,609,11600,60,25.348724365234375,20.884767532348633,12.975075721740723,4.463956832885742,12.373648643493652,7.90969181060791
llama3.2-1b,useLayoutEffect,sub_40,corrupted,name,cap,43,609,11600,60,22.67652702331543,24.11136245727539,12.771418571472168,-1.434835433959961,9.905108451843262,11.339943885803223
llama3.2-1b,alias,sub_40,clean,name,cap,48,609,11600,60,25.20138931274414,21.470909118652344,12.21619987487793,3.730480194091797,12.985189437866211,9.254709243774414
llama3.2-1b,alias,sub_40,corrupted,name,cap,48,609,11600,60,23.04228973388672,24.21733283996582,11.977912902832031,-1.1750431060791016,11.064376831054688,12.239419937133789
llama3.2-1b,alias_ctrl,sub_40,clean,name,cap,59,609,11600,60,24.45940589904785,21.008150100708008,11.655669212341309,3.4512557983398438,12.803736686706543,9.3524808883667
llama3.2-1b,alias_ctrl,sub_40,corrupted,name,cap,59,609,11600,60,22.790903091430664,22.969310760498047,11.46721363067627,-0.1784076690673828,11.323689460754395,11.502097129821777
llama3.2-1b,subscribe,sub_40,clean,name,cap,52,609,11600,60,24.498210906982422,21.638734817504883,11.86782455444336,2.859476089477539,12.630386352539062,9.770910263061523
llama3.2-1b,subscribe,sub_40,corrupted,name,cap,52,609,11600,60,23.461181640625,22.416988372802734,11.498793601989746,1.0441932678222656,11.962388038635254,10.918194770812988
llama3.2-1b,useEffect,sub_41,clean,mode,len,40,8684,2963,60,26.878477096557617,23.027660369873047,12.957315444946289,3.8508167266845703,13.921161651611328,10.070344924926758
llama3.2-1b,useEffect,sub_41,corrupted,mode,len,40,8684,2963,60,24.066469192504883,25.712627410888672,13.213239669799805,-1.646158218383789,10.853229522705078,12.499387741088867
llama3.2-1b,useLayoutEffect,sub_41,clean,mode,len,42,8684,2963,60,26.828142166137695,23.359920501708984,13.330374717712402,3.468221664428711,13.497767448425293,10.029545783996582
llama3.2-1b,useLayoutEffect,sub_41,corrupted,mode,len,42,8684,2963,60,24.212575912475586,25.51559066772461,13.502416610717773,-1.3030147552490234,10.710159301757812,12.013174057006836
llama3.2-1b,alias,sub_41,clean,mode,len,47,8684,2963,60,25.736724853515625,22.890958786010742,12.440278053283691,2.845766067504883,13.296446800231934,10.45068073272705
llama3.2-1b,alias,sub_41,corrupted,mode,len,47,8684,2963,60,23.700607299804688,24.792736053466797,12.575284004211426,-1.0921287536621094,11.125323295593262,12.217452049255371
llama3.2-1b,alias_ctrl,sub_41,clean,mode,len,58,8684,2963,60,25.259675979614258,23.343786239624023,12.194952964782715,1.9158897399902344,13.064723014831543,11.148833274841309
llama3.2-1b,alias_ctrl,sub_41,corrupted,mode,len,58,8684,2963,60,23.836519241333008,24.293664932250977,12.158141136169434,-0.45714569091796875,11.678378105163574,12.135523796081543
llama3.2-1b,subscribe,sub_41,clean,mode,len,51,8684,2963,60,25.116601943969727,23.52550506591797,11.992427825927734,1.5910968780517578,13.124174118041992,11.533077239990234
llama3.2-1b,subscribe,sub_41,corrupted,mode,len,51,8684,2963,60,24.02024269104004,24.040760040283203,12.082215309143066,-0.020517349243164062,11.938027381896973,11.958544731140137
llama3.2-1b,useEffect,sub_42,clean,text,max,40,1342,2880,60,26.183622360229492,20.78571891784668,12.026154518127441,5.3979034423828125,14.15746784210205,8.759564399719238
llama3.2-1b,useEffect,sub_42,corrupted,text,max,40,1342,2880,60,21.9780330657959,25.208147048950195,13.03031063079834,-3.230113983154297,8.947722434997559,12.177836418151855
llama3.2-1b,useLayoutEffect,sub_42,clean,text,max,42,1342,2880,60,25.917720794677734,21.03696060180664,12.380918502807617,4.880760192871094,13.536802291870117,8.656042098999023
llama3.2-1b,useLayoutEffect,sub_42,corrupted,text,max,42,1342,2880,60,22.017555236816406,24.93274688720703,13.125093460083008,-2.915191650390625,8.892461776733398,11.807653427124023
llama3.2-1b,alias,sub_42,clean,text,max,47,1342,2880,60,25.283103942871094,22.141233444213867,12.001111030578613,3.1418704986572266,13.28199291229248,10.140122413635254
llama3.2-1b,alias,sub_42,corrupted,text,max,47,1342,2880,60,22.63249969482422,25.002443313598633,12.568015098571777,-2.369943618774414,10.064484596252441,12.434428215026855
llama3.2-1b,alias_ctrl,sub_42,clean,text,max,58,1342,2880,60,23.87997055053711,21.297277450561523,11.326720237731934,2.582693099975586,12.553250312805176,9.97055721282959
llama3.2-1b,alias_ctrl,sub_42,corrupted,text,max,58,1342,2880,60,22.0335636138916,23.493755340576172,11.668045997619629,-1.4601917266845703,10.365517616271973,11.825709342956543
llama3.2-1b,subscribe,sub_42,clean,text,max,51,1342,2880,60,23.94157600402832,21.866987228393555,11.604911804199219,2.0745887756347656,12.336664199829102,10.262075424194336
llama3.2-1b,subscribe,sub_42,corrupted,text,max,51,1342,2880,60,22.988842010498047,23.587915420532227,11.946922302246094,-0.5990734100341797,11.041919708251953,11.640993118286133
llama3.2-1b,useEffect,sub_43,clean,count,ref,42,1868,1116,60,27.69008445739746,24.344398498535156,11.970641136169434,3.3456859588623047,15.719443321228027,12.373757362365723
llama3.2-1b,useEffect,sub_43,corrupted,count,ref,42,1868,1116,60,25.01133918762207,26.7373046875,13.382561683654785,-1.7259654998779297,11.628777503967285,13.354743003845215
llama3.2-1b,useLayoutEffect,sub_43,clean,count,ref,44,1868,1116,60,27.423940658569336,24.302358627319336,12.409398078918457,3.12158203125,15.014542579650879,11.892960548400879
llama3.2-1b,useLayoutEffect,sub_43,corrupted,count,ref,44,1868,1116,60,24.53947639465332,26.48139762878418,13.639687538146973,-1.9419212341308594,10.899788856506348,12.841710090637207
llama3.2-1b,alias,sub_43,clean,count,ref,49,1868,1116,60,26.36707878112793,23.422992706298828,11.307168006896973,2.9440860748291016,15.059910774230957,12.115824699401855
llama3.2-1b,alias,sub_43,corrupted,count,ref,49,1868,1116,60,24.07638931274414,25.73366928100586,12.443416595458984,-1.6572799682617188,11.632972717285156,13.290252685546875
llama3.2-1b,alias_ctrl,sub_43,clean,count,ref,60,1868,1116,60,26.00599479675293,23.369224548339844,11.107117652893066,2.636770248413086,14.898877143859863,12.262106895446777
llama3.2-1b,alias_ctrl,sub_43,corrupted,count,ref,60,1868,1116,60,24.804569244384766,24.713478088378906,11.673420906066895,0.09109115600585938,13.131148338317871,13.040057182312012
llama3.2-1b,subscribe,sub_43,clean,count,ref,53,1868,1116,60,26.054197311401367,23.975324630737305,11.263253211975098,2.0788726806640625,14.79094409942627,12.712071418762207
llama3.2-1b,subscribe,sub_43,corrupted,count,ref,53,1868,1116,60,25.373748779296875,24.074071884155273,11.391609191894531,1.2996768951416016,13.982139587402344,12.682462692260742
llama3.2-1b,useEffect,sub_44,clean,status,base,39,2899,3231,60,26.60904312133789,21.363746643066406,11.886343955993652,5.245296478271484,14.722699165344238,9.477402687072754
llama3.2-1b,useEffect,sub_44,corrupted,status,base,39,2899,3231,60,23.838048934936523,25.762367248535156,12.601054191589355,-1.9243183135986328,11.236994743347168,13.1613130569458
llama3.2-1b,useLayoutEffect,sub_44,clean,status,base,41,2899,3231,60,26.421133041381836,21.687297821044922,12.26391887664795,4.733835220336914,14.157214164733887,9.423378944396973
llama3.2-1b,useLayoutEffect,sub_44,corrupted,status,base,41,2899,3231,60,23.827415466308594,25.8068904876709,12.954856872558594,-1.9794750213623047,10.87255859375,12.852033615112305
llama3.2-1b,alias,sub_44,clean,status,base,46,2899,3231,60,25.575302124023438,22.620933532714844,11.598424911499023,2.9543685913085938,13.976877212524414,11.02250862121582
llama3.2-1b,alias,sub_44,corrupted,status,base,46,2899,3231,60,23.80047035217285,24.923229217529297,12.106751441955566,-1.1227588653564453,11.693718910217285,12.81647777557373
llama3.2-1b,alias_ctrl,sub_44,clean,status,base,57,2899,3231,60,25.108882904052734,22.63814926147461,11.282617568969727,2.470733642578125,13.826265335083008,11.355531692504883
llama3.2-1b,alias_ctrl,sub_44,corrupted,status,base,57,2899,3231,60,23.9197998046875,24.065431594848633,11.610214233398438,-0.1456317901611328,12.309585571289062,12.455217361450195
llama3.2-1b,subscribe,sub_44,clean,status,base,50,2899,3231,60,25.324983596801758,23.24818992614746,11.475687026977539,2.076793670654297,13.849296569824219,11.772502899169922
llama3.2-1b,subscribe,sub_44,corrupted,status,base,50,2899,3231,60,24.351274490356445,23.87941551208496,11.772125244140625,0.4718589782714844,12.57914924621582,12.107290267944336
llama3.2-1b,useEffect,sub_45,clean,flag,cap,40,10104,11600,60,26.956159591674805,22.235551834106445,12.973609924316406,4.720607757568359,13.982549667358398,9.261941909790039
llama3.2-1b,useEffect,sub_45,corrupted,flag,cap,40,10104,11600,60,25.245298385620117,24.845951080322266,13.092429161071777,0.39934730529785156,12.15286922454834,11.753521919250488
llama3.2-1b,useLayoutEffect,sub_45,clean,flag,cap,42,10104,11600,60,26.963144302368164,22.423654556274414,13.514021873474121,4.53948974609375,13.449122428894043,8.909632682800293
llama3.2-1b,useLayoutEffect,sub_45,corrupted,flag,cap,42,10104,11600,60,25.239286422729492,24.897441864013672,13.489461898803711,0.3418445587158203,11.749824523925781,11.407979965209961
llama3.2-1b,alias,sub_45,clean,flag,cap,47,10104,11600,60,25.905933380126953,23.103822708129883,12.338762283325195,2.8021106719970703,13.567171096801758,10.765060424804688
llama3.2-1b,alias,sub_45,corrupted,flag,cap,47,10104,11600,60,25.159408569335938,24.152326583862305,12.350502014160156,1.0070819854736328,12.808906555175781,11.801824569702148
llama3.2-1b,alias_ctrl,sub_45,clean,flag,cap,58,10104,11600,60,25.55988121032715,23.12689971923828,12.06518268585205,2.432981491088867,13.494698524475098,11.06171703338623
llama3.2-1b,alias_ctrl,sub_45,corrupted,flag,cap,58,10104,11600,60,25.151044845581055,23.33123207092285,11.918322563171387,1.8198127746582031,13.232722282409668,11.412909507751465
llama3.2-1b,subscribe,sub_45,clean,flag,cap,51,10104,11600,60,25.75193214416504,23.295597076416016,12.027864456176758,2.4563350677490234,13.724067687988281,11.267732620239258
llama3.2-1b,subscribe,sub_45,corrupted,flag,cap,51,10104,11600,60,25.343685150146484,23.20058250427246,11.909395217895508,2.1431026458740234,13.434289932250977,11.291187286376953
gemma3-1b-pt,useEffect,sub_01,clean,page,ref,47,4000,1811,236842,22.822776794433594,15.620118141174316,8.795103073120117,7.202658653259277,14.027673721313477,6.825015068054199
gemma3-1b-pt,useEffect,sub_01,corrupted,page,ref,47,4000,1811,236842,17.29826545715332,21.591373443603516,7.496708869934082,-4.293107986450195,9.801556587219238,14.094664573669434
gemma3-1b-pt,useLayoutEffect,sub_01,clean,page,ref,49,4000,1811,236842,21.720136642456055,17.70996856689453,8.133482933044434,4.010168075561523,13.586653709411621,9.576485633850098
gemma3-1b-pt,useLayoutEffect,sub_01,corrupted,page,ref,49,4000,1811,236842,17.744626998901367,20.95361328125,7.106700897216797,-3.208986282348633,10.63792610168457,13.846912384033203
gemma3-1b-pt,alias,sub_01,clean,page,ref,55,4000,1811,236842,20.31766700744629,17.652915954589844,8.083576202392578,2.6647510528564453,12.234090805053711,9.569339752197266
gemma3-1b-pt,alias,sub_01,corrupted,page,ref,55,4000,1811,236842,18.107738494873047,19.824939727783203,7.409034729003906,-1.7172012329101562,10.69870376586914,12.415904998779297
gemma3-1b-pt,alias_ctrl,sub_01,clean,page,ref,70,4000,1811,236842,20.04090118408203,17.886945724487305,7.496806621551514,2.1539554595947266,12.544094562530518,10.390139102935791
gemma3-1b-pt,alias_ctrl,sub_01,corrupted,page,ref,70,4000,1811,236842,18.518085479736328,19.639564514160156,6.868914604187012,-1.1214790344238281,11.649170875549316,12.770649909973145
gemma3-1b-pt,subscribe,sub_01,clean,page,ref,62,4000,1811,236842,21.08373260498047,17.836261749267578,7.811607360839844,3.2474708557128906,13.272125244140625,10.024654388427734
gemma3-1b-pt,subscribe,sub_01,corrupted,page,ref,62,4000,1811,236842,18.994537353515625,20.364835739135742,7.066381931304932,-1.3702983856201172,11.928155422210693,13.29845380783081
gemma3-1b-pt,useEffect,sub_02,clean,status,cap,46,4818,5565,236842,22.17845344543457,10.44543743133545,7.404510498046875,11.733016014099121,14.773942947387695,3.040926933288574
gemma3-1b-pt,useEffect,sub_02,corrupted,status,cap,46,4818,5565,236842,15.77469253540039,20.051240921020508,6.421341896057129,-4.276548385620117,9.353350639343262,13.629899024963379
gemma3-1b-pt,useLayoutEffect,sub_02,clean,status,cap,48,4818,5565,236842,21.575374603271484,12.144349098205566,6.920816898345947,9.431025505065918,14.654557704925537,5.223532199859619
gemma3-1b-pt,useLayoutEffect,sub_02,corrupted,status,cap,48,4818,5565,236842,15.742456436157227,19.909313201904297,5.905235767364502,-4.16685676574707,9.837220668792725,14.004077434539795
gemma3-1b-pt,alias,sub_02,clean,status,cap,54,4818,5565,236842,20.16229248046875,13.804533958435059,6.879464149475098,6.357758522033691,13.282828330993652,6.925069808959961
gemma3-1b-pt,alias,sub_02,corrupted,status,cap,54,4818,5565,236842,16.486360549926758,18.943052291870117,6.084883213043213,-2.4566917419433594,10.401477336883545,12.858169078826904
gemma3-1b-pt,alias_ctrl,sub_02,clean,status,cap,69,4818,5565,236842,19.525165557861328,15.389323234558105,6.569019317626953,4.135842323303223,12.956146240234375,8.820303916931152
gemma3-1b-pt,alias_ctrl,sub_02,corrupted,status,cap,69,4818,5565,236842,16.655149459838867,18.576324462890625,5.933322906494141,-1.9211750030517578,10.721826553344727,12.643001556396484
gemma3-1b-pt,subscribe,sub_02,clean,status,cap,61,4818,5565,236842,20.34744644165039,15.695719718933105,6.698339462280273,4.651726722717285,13.649106979370117,8.997380256652832
gemma3-1b-pt,subscribe,sub_02,corrupted,status,cap,61,4818,5565,236842,16.816062927246094,19.22440528869629,6.309494972229004,-2.4083423614501953,10.50656795501709,12.914910316467285
gemma3-1b-pt,useEffect,sub_03,clean,mode,max,47,9074,2074,236842,23.346235275268555,14.421161651611328,6.557631492614746,8.925073623657227,16.78860378265381,7.863530158996582
gemma3-1b-pt,useEffect,sub_03,corrupted,mode,max,47,9074,2074,236842,18.711532592773438,22.230165481567383,6.293182849884033,-3.5186328887939453,12.418349742889404,15.93698263168335
gemma3-1b-pt,useLayoutEffect,sub_03,clean,mode,max,49,9074,2074,236842,22.39482307434082,15.397501945495605,5.959463119506836,6.997321128845215,16.435359954833984,9.43803882598877
